NUMBER_OF_SYNAPSES	APC_N	MAX_VOLTAGE	
232	1.0	43.0659986779	
232	1.0	43.1206036541	
232	1.0	43.0828819661	
232	1.0	43.1574894169	
232	1.0	43.1046016006	
232	1.0	43.1205561356	
232	1.0	43.0504592492	
232	1.0	43.1269507464	
232	1.0	43.1025170319	
232	1.0	43.10152613	
232	1.0	43.1359017244	
232	1.0	43.1044931477	
232	1.0	43.162847324	
232	1.0	42.9929868208	
232	1.0	43.1778252646	
232	1.0	43.1145786246	
232	1.0	43.0780271267	
232	1.0	43.0325286276	
232	1.0	43.0574858052	
232	1.0	43.0893494443	
232	1.0	43.1745566082	
232	1.0	43.0161105394	
232	1.0	43.099499211	
232	1.0	43.0951958046	
232	1.0	43.0948697968	
232	1.0	43.1292103041	
232	1.0	43.0469769573	
232	1.0	43.0901552554	
232	1.0	43.0655621545	
232	1.0	43.2329074291	
232	1.0	43.2566802165	
232	1.0	42.9359703876	
232	1.0	43.0683116314	
232	1.0	43.0737507367	
232	1.0	43.1010534744	
232	1.0	43.08328282	
232	1.0	42.9316590807	
232	1.0	43.0616220757	
232	1.0	43.1856114775	
232	1.0	43.1719154932	
232	1.0	43.1301788067	
232	1.0	43.1004646127	
232	1.0	43.100511735	
232	1.0	43.1990837289	
232	1.0	43.1509266182	
232	1.0	43.1345265344	
232	1.0	43.1661108348	
232	1.0	43.1754233995	
232	1.0	43.1681119907	
232	1.0	43.1304658608	
232	1.0	43.0253518425	
232	1.0	43.0693909086	
232	1.0	43.0567013904	
232	1.0	42.9660581738	
232	1.0	43.1311933463	
232	1.0	43.0560123779	
232	1.0	42.9867856982	
232	1.0	42.9830150898	
232	1.0	43.0285628929	
232	1.0	43.1429092971	
232	1.0	43.0938335933	
232	1.0	43.0180386843	
232	1.0	43.1187080928	
232	1.0	43.078651775	
232	1.0	43.1053518596	
232	1.0	43.0844273041	
232	1.0	43.0275413127	
232	1.0	43.0294873439	
232	1.0	43.1842613773	
232	1.0	43.0799418222	
232	1.0	43.1061846734	
232	1.0	43.1571985539	
232	1.0	43.1512189617	
232	1.0	43.2048990337	
232	1.0	43.0334615153	
232	1.0	43.1208969455	
232	1.0	42.9534382537	
232	1.0	43.0798171824	
232	1.0	43.0500287353	
232	1.0	43.1309646747	
232	1.0	43.162294577	
232	1.0	43.1186300654	
232	1.0	43.2164502766	
232	1.0	43.1589036134	
232	1.0	43.1650851915	
232	1.0	43.0603938628	
232	1.0	43.1264405412	
232	1.0	43.0866301398	
232	1.0	43.1200330162	
232	1.0	43.140349522	
232	1.0	43.1212626109	
232	1.0	43.0553177666	
232	1.0	42.9638177643	
232	1.0	43.05530211	
232	1.0	43.1458620645	
232	1.0	43.1836456603	
232	1.0	42.9955864856	
232	1.0	43.1278038692	
232	1.0	43.1952442649	
232	1.0	43.1267962922	
232	1.0	43.2032692474	
232	1.0	42.9717550707	
232	1.0	43.1427995891	
232	1.0	43.0337741468	
232	1.0	43.1276480796	
232	1.0	43.2184100778	
232	1.0	43.1396852715	
232	1.0	43.1456003139	
232	1.0	42.9327300086	
232	1.0	43.1771651367	
232	1.0	43.1408070157	
232	1.0	43.0085690675	
232	1.0	43.1347103336	
232	1.0	43.0942652209	
232	1.0	43.143485924	
232	1.0	43.0617346299	
232	1.0	43.1916489847	
232	1.0	43.091326358	
232	1.0	43.1018724296	
232	1.0	43.1045695595	
232	1.0	43.1883721343	
232	1.0	43.0385465653	
232	1.0	43.1718803589	
232	2.0	43.1529687609	
232	1.0	43.1036309179	
232	1.0	43.0605850223	
232	1.0	43.1773695509	
232	1.0	43.1280261327	
232	1.0	43.1722978521	
