NUMBER_OF_SYNAPSES	APC_N	MAX_VOLTAGE	
6	0.0	-85.4709093075	
6	0.0	-85.6175101297	
6	0.0	-85.3968714136	
6	0.0	-85.7030615142	
6	0.0	-85.3944738237	
6	0.0	-85.3151862565	
6	0.0	-85.3615136653	
6	0.0	-85.1821504793	
6	0.0	-85.2768650483	
6	0.0	-85.5461159916	
6	0.0	-85.5389914048	
6	0.0	-85.1660986457	
6	0.0	-85.5202626669	
6	0.0	-85.187739686	
6	0.0	-85.1243066693	
6	0.0	-85.695898047	
6	0.0	-85.5873877473	
6	0.0	-85.3861128751	
6	0.0	-85.3247819384	
6	0.0	-85.0782575014	
6	0.0	-85.05687945	
6	0.0	-85.0402541244	
6	0.0	-85.4752717386	
6	0.0	-85.2215229766	
6	0.0	-85.1703216316	
6	0.0	-85.2940386875	
6	0.0	-85.247633282	
6	0.0	-85.1798334321	
6	0.0	-85.2415439494	
6	0.0	-85.3626446169	
6	0.0	-85.5578156007	
6	0.0	-85.5312333158	
6	0.0	-85.2940035098	
6	0.0	-85.6104395026	
6	0.0	-84.9785016828	
6	0.0	-85.3408959269	
6	0.0	-85.0978984055	
6	0.0	-85.489779817	
6	0.0	-85.2684941007	
6	0.0	-85.2154266977	
6	0.0	-85.4203014592	
6	0.0	-85.4669809425	
6	0.0	-85.2859667427	
6	0.0	-85.6668519678	
6	0.0	-85.2565131859	
6	0.0	-85.638182801	
6	0.0	-85.471675688	
6	0.0	-85.047352346	
6	0.0	-85.30870033	
6	0.0	-85.3233502962	
6	0.0	-85.6495694486	
6	0.0	-85.1834342553	
6	0.0	-85.2539155138	
6	0.0	-85.0204332782	
6	0.0	-85.4860864242	
6	0.0	-85.3298190041	
6	0.0	-85.2488481726	
6	0.0	-85.017020593	
6	0.0	-85.6222204346	
6	0.0	-85.2480838942	
6	0.0	-85.2570921686	
6	0.0	-85.2593519293	
6	0.0	-85.303895919	
6	0.0	-85.7508365594	
6	0.0	-85.2981390869	
6	0.0	-85.5134833674	
6	0.0	-84.6623990267	
6	0.0	-85.3541269449	
6	0.0	-85.529539409	
6	0.0	-85.3007107308	
6	0.0	-85.2148690191	
6	0.0	-85.3619419469	
6	0.0	-85.621202543	
6	0.0	-85.4287359731	
6	0.0	-85.6547117773	
6	0.0	-85.1967836625	
6	0.0	-85.4658631019	
6	0.0	-85.295306176	
6	0.0	-85.607636181	
6	0.0	-85.0038953295	
6	0.0	-85.4881119301	
6	0.0	-85.5797866562	
6	0.0	-85.339879501	
6	0.0	-85.1761959796	
6	0.0	-85.0892213245	
6	0.0	-85.1808517905	
6	0.0	-85.3134971662	
6	0.0	-85.2834248748	
6	0.0	-85.0712143906	
6	0.0	-85.1375191156	
6	0.0	-85.2433671811	
6	0.0	-85.3382293563	
6	0.0	-85.6433066762	
6	0.0	-85.1252200448	
6	0.0	-85.3279899725	
6	0.0	-85.5240187183	
6	0.0	-85.4269175608	
6	0.0	-85.6036115179	
6	0.0	-85.3064993624	
6	0.0	-85.5205564756	
6	0.0	-85.3519774777	
6	0.0	-85.6080443937	
6	0.0	-85.2214326802	
6	0.0	-85.5199624721	
6	0.0	-85.1939855975	
6	0.0	-85.5026888725	
6	0.0	-85.2759578306	
6	0.0	-85.2746089851	
6	0.0	-85.5538414857	
6	0.0	-85.1476802099	
6	0.0	-85.8015070691	
6	0.0	-85.305782912	
6	0.0	-85.4724042756	
6	0.0	-85.1788513149	
6	0.0	-85.0492857478	
6	0.0	-85.1811980201	
6	0.0	-85.0944563271	
6	0.0	-85.1833638971	
6	0.0	-85.3710022128	
6	0.0	-85.7334770958	
6	0.0	-85.8110689399	
6	0.0	-85.4250570701	
6	0.0	-85.5247500116	
6	0.0	-85.3562923858	
6	0.0	-85.6801419018	
6	0.0	-85.2306418812	
6	0.0	-85.2154468561	
6	0.0	-85.546759915	
6	0.0	-85.474953616	
6	0.0	-85.3993297704	
6	0.0	-85.376483846	
6	0.0	-85.2456046882	
6	0.0	-85.3325705413	
6	0.0	-85.503496548	
6	0.0	-85.5310226231	
6	0.0	-85.0737063245	
6	0.0	-85.2736154438	
6	0.0	-85.2175055246	
6	0.0	-85.4587707375	
6	0.0	-85.4069613432	
6	0.0	-85.5089305655	
6	0.0	-85.3218895575	
6	0.0	-85.2389562776	
6	0.0	-85.2352365842	
6	0.0	-85.5930331885	
6	0.0	-85.4632064434	
6	0.0	-85.3987790722	
6	0.0	-85.0753687295	
6	0.0	-85.2790553482	
6	0.0	-85.365810876	
6	0.0	-85.3417061042	
6	0.0	-85.5557683245	
6	0.0	-85.2683964588	
6	0.0	-85.3082109299	
6	0.0	-85.7518033028	
6	0.0	-85.5449885053	
6	0.0	-85.0941368817	
6	0.0	-85.4924302884	
