cell0603_03_model_cm_0_49[0].dend[3],1,0,0,0,0,1.3,2.575,3.5,4.4,5.5,7.85,32.8,36.525,39.725,42.55,45.125,47.525,49.7,51.775,53.7,55.525,57.275,58.9,60.45,61.95,63.4,64.75,66.05,67.325,68.55,69.7,70.875,71.975,73.025,74.05,75.05,76.025,76.95,77.875,78.775,79.65,80.5,81.325,82.15,82.925,83.7,84.45,85.175,85.9,86.6,87.275
cell0603_03_model_cm_0_49[0].dend[4],1,0,0,0,0,0.675,1.925,2.675,3.325,3.95,4.675,5.65,7.85,32.575,35.725,38.5,41.025,43.3,45.425,47.4,49.275,51.05,52.7,54.275,55.775,57.25,58.625,59.95,61.225,62.45,63.65,64.8,65.9,66.975,68.0,69.0,69.975,70.925,71.85,72.775,73.65,74.5,75.325,76.15,76.925,77.7,78.45,79.2,79.925,80.625,81.325
cell0603_03_model_cm_0_49[0].dend[6],1,0,0,0,0,1.175,2.55,3.525,4.55,5.975,30.725,35.05,38.65,41.75,44.55,47.1,49.475,51.65,53.675,55.625,57.425,59.15,60.775,62.325,63.825,65.25,66.625,67.925,69.175,70.4,71.575,72.725,73.825,74.875,75.9,76.9,77.875,78.8,79.725,80.6,81.5,82.35,83.175,83.975,84.75,85.525,86.275,87.0,87.725,88.425,89.1
cell0603_03_model_cm_0_49[0].dend[7],1,0,0,0,0,1.1,2.45,3.4,4.375,5.625,9.775,34.2,37.85,40.975,43.775,46.35,48.725,50.9,52.975,54.9,56.7,58.45,60.075,61.625,63.1,64.55,65.925,67.225,68.475,69.7,70.875,72.025,73.125,74.175,75.2,76.2,77.175,78.1,79.025,79.9,80.8,81.65,82.475,83.275,84.05,84.825,85.575,86.3,87.025,87.725,88.425
cell0603_03_model_cm_0_49[0].dend[8],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.525,0.675,0.825,0.925,1.025,1.125,1.225
cell0603_03_model_cm_0_49[0].dend[13],1,0,0,0,0,0,2.375,3.6,4.775,6.525,31.175,35.5,39.05,42.175,44.975,47.525,49.875,52.05,54.125,56.025,57.825,59.575,61.2,62.75,64.25,65.675,67.025,68.325,69.6,70.825,72.0,73.125,74.2,75.275,76.325,77.3,78.275,79.225,80.125,81.025,81.875,82.725,83.55,84.35,85.125,85.925,86.675,87.4,88.125,88.825,89.5
cell0603_03_model_cm_0_49[0].dend[14],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.875,1.15,1.35,1.575,1.75,1.925,2.1,2.25,2.4,2.575,2.7,2.875,3.025,3.15,3.325,3.475,3.625,3.8,4.0,4.175,4.375,4.575,4.825,5.125,5.45,5.9,6.6,32.975,33.975,34.925,35.825,36.7,37.55
cell0603_03_model_cm_0_49[0].dend[17],1,0,0,0,0,0,1.05,2.45,3.45,4.475,5.85,14.425,34.825,38.175,41.125,43.75,46.15,48.4,50.475,52.4,54.25,55.975,57.625,59.2,60.7,62.125,63.525,64.825,66.075,67.3,68.475,69.625,70.725,71.8,72.825,73.825,74.775,75.725,76.675,77.55,78.425,79.275,80.1,80.9,81.675,82.45,83.2,83.925,84.65,85.375,86.075
cell0603_03_model_cm_0_49[0].dend[18],1,0,0,0,0,0,0.15,1.8,2.625,3.35,4.1,4.95,6.25,31.625,34.975,37.85,40.4,42.725,44.875,46.875,48.75,50.525,52.175,53.8,55.3,56.75,58.15,59.475,60.75,61.975,63.15,64.325,65.425,66.475,67.525,68.525,69.5,70.475,71.4,72.275,73.15,74.0,74.825,75.65,76.425,77.2,77.975,78.7,79.45,80.15,80.85
cell0603_03_model_cm_0_49[0].dend[19],1,0,0,0,0,0,0,0,0,0.4,1.075,1.5,1.875,2.2,2.5,2.8,3.1,3.4,3.725,4.05,4.45,4.9,5.5,6.45,32.125,33.95,35.625,37.15,38.625,40.0,41.3,42.55,43.75,44.925,46.025,47.075,48.1,49.1,50.05,51.0,51.925,52.8,53.675,54.5,55.325,56.125,56.9,57.65,58.4,59.125,59.825
cell0603_03_model_cm_0_49[0].dend[22],1,0,0,0,0,1.125,2.5,3.475,4.45,5.75,13.85,34.375,38.0,41.125,43.925,46.5,48.875,51.05,53.125,55.025,56.85,58.575,60.2,61.75,63.25,64.7,66.05,67.35,68.625,69.825,71.0,72.15,73.25,74.3,75.325,76.325,77.3,78.25,79.15,80.05,80.925,81.775,82.6,83.4,84.2,84.95,85.7,86.45,87.15,87.85,88.55
cell0603_03_model_cm_0_49[0].dend[23],1,0,0,0,0,0.25,1.825,2.675,3.375,4.125,5.05,6.5,31.65,35.15,38.175,40.9,43.35,45.6,47.7,49.65,51.5,53.275,54.925,56.475,57.975,59.425,60.8,62.125,63.4,64.625,65.8,66.95,68.05,69.125,70.15,71.15,72.125,73.075,74.0,74.9,75.8,76.65,77.475,78.275,79.075,79.825,80.6,81.325,82.05,82.75,83.45
cell0603_03_model_cm_0_49[0].dend[24],1,0,0,0,0,0,1.95,2.975,3.85,4.775,6.025,10.925,33.75,37.125,40.075,42.725,45.125,47.375,49.475,51.4,53.225,54.975,56.625,58.2,59.7,61.125,62.5,63.825,65.1,66.325,67.5,68.625,69.725,70.8,71.825,72.85,73.825,74.75,75.675,76.575,77.425,78.275,79.1,79.925,80.7,81.5,82.25,82.975,83.7,84.4,85.1
cell0603_03_model_cm_0_49[0].dend[26],1,0,0,0,0,0,1.45,3.0,4.275,5.875,29.775,35.225,38.825,42.0,44.8,47.375,49.725,51.925,53.975,55.9,57.725,59.425,61.05,62.625,64.125,65.525,66.925,68.225,69.475,70.7,71.85,73.0,74.1,75.15,76.175,77.175,78.15,79.075,80.025,80.9,81.775,82.6,83.425,84.225,85.0,85.775,86.525,87.25,87.975,88.675,89.375
cell0603_03_model_cm_0_49[0].dend[27],1,0,0,0,0,0,0,1.7,2.45,3.05,3.65,4.275,4.975,6.0,8.825,33.125,35.9,38.35,40.6,42.65,44.6,46.375,48.075,49.7,51.225,52.7,54.1,55.45,56.725,57.975,59.15,60.325,61.45,62.525,63.55,64.55,65.55,66.525,67.45,68.35,69.225,70.075,70.9,71.725,72.525,73.3,74.05,74.775,75.5,76.25,76.95
cell0603_03_model_cm_0_49[0].dend[29],1,0,0,0,0,0,0,1.5,2.225,2.775,3.3,3.825,4.4,5.075,6.05,8.65,32.65,35.25,37.6,39.7,41.7,43.525,45.275,46.9,48.45,49.925,51.35,52.7,54.0,55.225,56.45,57.625,58.725,59.8,60.85,61.875,62.85,63.825,64.75,65.65,66.55,67.4,68.225,69.05,69.85,70.625,71.375,72.125,72.875,73.6,74.275
cell0603_03_model_cm_0_49[0].dend[31],1,0,0,0,0,0,0,0,0,0,1.275,1.95,2.5,3.0,3.45,3.925,4.425,5.0,5.75,6.95,30.875,33.175,35.225,37.05,38.775,40.375,41.875,43.3,44.7,46.0,47.225,48.425,49.6,50.7,51.775,52.8,53.8,54.8,55.75,56.675,57.55,58.425,59.275,60.1,60.9,61.725,62.475,63.225,63.975,64.675,65.375
cell0603_03_model_cm_0_49[0].dend[32],1,0,0,0,0,1.025,2.475,3.475,4.45,5.725,9.4,33.725,37.35,40.525,43.35,45.925,48.275,50.5,52.55,54.475,56.3,58.0,59.675,61.225,62.7,64.15,65.5,66.825,68.075,69.3,70.475,71.625,72.725,73.775,74.8,75.8,76.775,77.7,78.625,79.525,80.375,81.25,82.075,82.875,83.675,84.425,85.175,85.925,86.625,87.325,88.025
cell0603_03_model_cm_0_49[0].dend[36],1,0,0,0,0,0,1.75,2.55,3.175,3.825,4.525,5.4,7.025,31.75,34.975,37.8,40.325,42.625,44.775,46.775,48.625,50.4,52.075,53.65,55.15,56.625,58.0,59.325,60.6,61.825,63.0,64.175,65.275,66.35,67.4,68.4,69.375,70.325,71.25,72.15,73.05,73.9,74.725,75.525,76.325,77.1,77.85,78.6,79.325,80.025,80.725
