cell0603_08_model_cm_0_45[0].dend[2],1,0,0,0,0,1.325,2.425,3.225,4.05,4.95,6.4,32.225,36.175,39.525,42.475,45.125,47.575,49.85,51.925,53.9,55.775,57.525,59.2,60.775,62.325,63.775,65.15,66.5,67.775,69.05,70.225,71.4,72.5,73.575,74.625,75.65,76.65,77.625,78.55,79.475,80.35,81.225,82.075,82.9,83.7,84.475,85.25,86.0,86.725,87.45,88.15
cell0603_08_model_cm_0_45[0].dend[3],1,0,0,0,0,1.1,2.175,2.95,3.675,4.425,5.4,7.35,33.75,37.25,40.3,43.025,45.5,47.8,49.925,51.9,53.775,55.55,57.225,58.85,60.375,61.825,63.2,64.55,65.875,67.1,68.3,69.45,70.575,71.65,72.7,73.725,74.75,75.7,76.65,77.55,78.45,79.3,80.15,80.975,81.775,82.575,83.35,84.1,84.825,85.55,86.25
cell0603_08_model_cm_0_45[0].dend[5],1,0,0,0,0,2.1,3.35,4.5,6.0,31.025,36.025,39.975,43.4,46.475,49.25,51.8,54.15,56.35,58.4,60.325,62.175,63.9,65.55,67.15,68.65,70.075,71.45,72.775,74.075,75.3,76.5,77.65,78.75,79.825,80.875,81.875,82.9,83.85,84.775,85.675,86.575,87.425,88.275,89.1,89.8,89.8,89.8,89.8,89.8,89.8,89.825
cell0603_08_model_cm_0_45[0].dend[8],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.9,1.175,1.375,1.55,1.75,1.9,2.075,2.225,2.375,2.525,2.675,2.825,2.95,3.125,3.25,3.4,3.55,3.7,3.875,4.05,4.225,4.425,4.625,4.875,5.175,5.55,6.125,37.175,38.325,39.35,40.35,41.3,42.2,43.075,43.925,44.75
cell0603_08_model_cm_0_45[0].dend[10],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,1.0,1.225,1.425,1.625,1.8,1.925,2.1,2.25,2.4,2.55,2.7,2.85,2.975,3.125,3.275,3.425,3.575,3.725,3.925,4.075,4.275,4.475,4.675,4.95,5.25,5.625,6.2,8.125,38.575,39.6,40.575,41.525,42.425,43.275,44.1
cell0603_08_model_cm_0_45[0].dend[11],1,0,0,0,0,0,0,0,0,0,0.325,0.85,1.2,1.475,1.7,1.925,2.15,2.35,2.55,2.725,2.925,3.125,3.325,3.525,3.725,3.925,4.175,4.425,4.7,5.05,5.5,6.15,35.05,36.525,37.875,39.125,40.325,41.45,42.575,43.625,44.625,45.6,46.525,47.45,48.325,49.175,50.0,50.825,51.6,52.375,53.125
cell0603_08_model_cm_0_45[0].dend[15],1,0,0,0,0,0,0,0,0,0.675,1.3,1.75,2.15,2.5,2.85,3.2,3.575,3.925,4.35,4.875,5.5,6.625,34.3,36.375,38.275,39.975,41.575,43.1,44.55,45.9,47.2,48.45,49.625,50.775,51.925,52.975,54.025,55.025,56.0,56.925,57.85,58.75,59.625,60.45,61.3,62.125,62.9,63.675,64.425,65.15,65.875
cell0603_08_model_cm_0_45[0].dend[16],1,0,0,0,0,0.475,2.475,3.675,4.875,6.75,33.15,37.425,41.025,44.175,47.0,49.575,51.95,54.175,56.25,58.175,60.05,61.775,63.45,65.025,66.525,67.975,69.375,70.7,71.975,73.2,74.4,75.55,76.675,77.75,78.8,79.8,80.8,81.75,82.675,83.575,84.475,85.35,86.2,87.0,87.8,88.6,89.35,89.8,89.8,89.8,89.8
cell0603_08_model_cm_0_45[0].dend[17],1,0,0,0,0,0,0.95,1.8,2.375,2.9,3.45,3.95,4.55,5.325,6.575,33.05,36.0,38.6,40.9,43.05,45.025,46.875,48.65,50.3,51.875,53.35,54.8,56.175,57.475,58.75,59.95,61.125,62.3,63.375,64.45,65.475,66.475,67.45,68.375,69.3,70.2,71.1,71.95,72.775,73.575,74.375,75.15,75.9,76.65,77.375,78.075
cell0603_08_model_cm_0_45[0].dend[19],1,0,0,0,0,0,2.15,3.125,3.975,4.925,6.3,31.525,35.675,39.075,42.05,44.725,47.175,49.425,51.55,53.525,55.4,57.15,58.825,60.425,61.95,63.4,64.825,66.15,67.425,68.675,69.875,71.025,72.15,73.25,74.275,75.3,76.3,77.25,78.175,79.1,79.975,80.875,81.7,82.525,83.325,84.125,84.875,85.625,86.375,87.1,87.8
cell0603_08_model_cm_0_45[0].dend[20],1,0,0,0,0,0,0.475,1.7,2.4,2.95,3.475,4.025,4.65,5.425,6.675,32.675,35.675,38.275,40.625,42.8,44.775,46.625,48.4,50.05,51.625,53.15,54.575,55.925,57.25,58.525,59.75,60.925,62.05,63.15,64.2,65.225,66.25,67.225,68.175,69.1,69.975,70.85,71.7,72.525,73.35,74.125,74.925,75.675,76.425,77.15,77.85
