cell0603_03_model_cm_0_49[0].dend[0],0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell0603_03_model_cm_0_49[0].dend[0],1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell0603_03_model_cm_0_49[0].dend[1],0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell0603_03_model_cm_0_49[0].dend[1],1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell0603_03_model_cm_0_49[0].dend[2],0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0.675,0.825,0.95,1.1,1.225,1.325,1.45
cell0603_03_model_cm_0_49[0].dend[2],1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell0603_03_model_cm_0_49[0].dend[3],0.0454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.7,0.975,1.2,1.4,1.55,1.7,1.9,2.025,2.175,2.325,2.45,2.6,2.725,2.875,2.975,3.125,3.25,3.375,3.525,3.675,3.8,3.95,4.1,4.25,4.425,4.6
cell0603_03_model_cm_0_49[0].dend[3],0.136363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,1.075,1.4,1.675,1.925,2.15,2.375,2.575,2.8,3.0,3.175,3.35,3.575,3.8,4.025,4.1,4.5,4.75,4.85,5.425,5.85,6.15,6.95,31.6,33.55,33.325,35.05,36.6,36.975,37.9,39.275,40.125,40.925,41.225
cell0603_03_model_cm_0_49[0].dend[3],0.227272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.525,1.9,2.2,2.55,2.825,3.1,3.4,3.675,3.975,4.25,4.45,4.975,5.425,5.975,6.85,30.825,32.5,33.975,35.3,36.55,37.175,38.85,39.95,40.5,41.525,42.5,43.875,44.35,45.25,46.125,47.325,47.75,48.925,49.675,50.075,50.475
cell0603_03_model_cm_0_49[0].dend[3],0.318181818182,0,0,0,0,0,0,0,0,0,0,0,1.3,1.9,2.325,2.75,3.125,3.475,3.825,4.25,4.625,5.0,5.7,6.225,8.375,31.95,33.075,34.125,36.325,37.75,39.65,40.95,42.175,42.875,43.575,45.1,46.575,47.575,48.55,49.5,50.4,50.95,51.825,52.7,53.825,54.025,55.1,55.875,56.9,57.35,58.375
cell0603_03_model_cm_0_49[0].dend[3],0.409090909091,0,0,0,0,0,0,0,0,0,1.075,1.9,2.475,2.975,3.4,3.8,4.35,4.85,5.475,6.3,7.975,30.8,33.075,35.075,37.425,39.075,40.6,41.6,43.0,44.35,46.025,46.85,48.4,49.5,49.9,51.65,52.65,53.625,54.575,55.5,56.1,57.275,58.125,58.95,59.75,60.55,60.575,61.825,62.8,63.275,63.8
cell0603_03_model_cm_0_49[0].dend[3],0.5,0,0,0,0,0,0,0,0,1.425,2.25,2.875,3.375,3.95,4.5,5.175,5.8,7.4,30.225,33.6,35.225,37.85,39.675,41.425,43.025,44.575,46.025,47.4,48.025,49.675,50.9,51.8,53.575,54.35,55.125,56.475,57.75,58.725,59.4,60.3,61.2,62.075,63.175,64.0,64.575,65.35,66.125,67.075,67.8,68.525,69.25
cell0603_03_model_cm_0_49[0].dend[3],0.590909090909,0,0,0,0,0,0,0,1.625,2.45,3.05,3.7,4.35,5.05,5.975,7.675,30.725,34.275,36.125,38.875,40.4,42.75,44.5,45.775,47.725,49.225,50.625,52.0,52.975,54.55,55.45,56.925,57.775,58.85,60.175,61.2,61.95,63.15,63.85,64.975,65.425,66.525,67.35,68.375,69.175,69.95,70.7,71.45,72.175,72.375,73.6
cell0603_03_model_cm_0_49[0].dend[3],0.681818181818,0,0,0,0,0,0,1.55,2.475,3.2,3.875,4.6,5.475,6.825,30.475,33.75,36.5,38.95,41.175,42.4,45.175,46.95,48.675,49.925,51.825,53.275,54.675,56.025,57.3,58.55,59.75,60.9,61.525,62.85,64.15,65.15,66.125,67.075,67.6,68.9,69.8,70.65,71.475,71.95,73.075,73.675,74.275,75.025,76.075,76.8,77.35
cell0603_03_model_cm_0_49[0].dend[3],0.772727272727,0,0,0,0,0,1.175,2.35,3.15,3.875,4.675,5.725,7.65,31.925,35.225,38.05,40.6,42.925,45.075,47.075,48.95,50.725,52.4,53.975,55.475,56.95,57.8,59.375,60.95,62.175,63.35,64.25,65.4,66.275,67.7,68.525,69.675,70.625,71.575,72.3,73.175,74.2,74.85,75.675,76.475,77.25,77.85,78.9,79.625,80.325,81.025
cell0603_03_model_cm_0_49[0].dend[3],0.863636363636,0,0,0,0,0,1.975,2.95,3.775,4.625,5.725,8.1,32.675,36.15,39.125,41.825,44.225,46.1,48.575,50.525,51.75,54.125,55.775,57.35,58.6,60.025,61.65,62.725,64.025,65.25,66.45,67.8,68.9,69.975,70.825,71.65,72.975,73.75,74.825,75.725,76.6,77.325,78.3,79.1,79.475,80.65,81.425,82.15,82.875,83.45,84.25
cell0603_03_model_cm_0_49[0].dend[3],0.954545454545,0,0,0,0,1.3,2.575,3.5,4.4,5.5,7.85,32.8,36.525,39.725,42.55,44.725,47.525,49.7,51.775,53.4,55.525,57.275,58.9,60.45,61.95,63.15,64.525,65.625,67.325,68.55,69.7,70.675,71.425,73.025,73.725,75.05,75.7,76.8,77.875,78.775,79.65,80.5,81.325,81.875,82.925,83.7,84.45,85.175,85.775,86.475,87.05
cell0603_03_model_cm_0_49[0].dend[3],1.0,0,0,0,0,1.3,2.575,3.5,4.4,5.5,7.85,32.8,36.525,39.725,42.55,45.125,47.525,49.7,51.775,53.7,55.525,57.275,58.9,60.45,61.95,63.4,64.75,66.05,67.325,68.55,69.7,70.875,71.975,73.025,74.05,75.05,76.025,76.95,77.875,78.775,79.65,80.5,81.325,82.15,82.925,83.7,84.45,85.175,85.9,86.6,87.275
cell0603_03_model_cm_0_49[0].dend[4],0.0555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.725,1.025,1.225,1.45,1.6,1.775,1.925,2.075,2.225,2.375,2.5,2.65,2.775,2.9,3.025,3.15,3.3,3.425,3.55,3.7,3.825,3.975,4.1,4.3,4.45,4.625
cell0603_03_model_cm_0_49[0].dend[4],0.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.175,1.4,1.8,2.025,2.3,2.4,2.575,2.875,3.025,3.225,3.475,3.625,3.875,4.025,4.3,4.525,4.725,4.875,5.425,5.825,5.925,6.85,32.3,32.775,34.575,35.625,36.5,36.875,37.25,39.175,39.025,39.875,41.125
