6482 13
0	1	4	2	95	0.882	1	3.91000000000000000000e+02	1.40000000000000000000e+01	1.49042233824729919434e-01	6.59148406982421875000e+00	0.742458	0.40187099576
1	1	4	2	94	0.504	1	7.29000000000000000000e+02	2.20000000000000000000e+01	2.57404148578643798828e-01	8.42530155181884765625e+00	0.641543	0.860325276852
2	1	4	2	94	0.546	1	1.04600000000000000000e+03	2.90000000000000000000e+01	3.59040051698684692383e-01	1.01452932357788085938e+01	0.659466	1.29032325745
3	1	4	2	94	0.677	1	1.00300000000000000000e+03	2.80000000000000000000e+01	3.45353811979293823242e-01	9.91368007659912109375e+00	0.704483	1.23241996765
4	1	4	2	94	0.721	1	8.47000000000000000000e+02	2.40000000000000000000e+01	2.95361459255218505859e-01	9.06765556335449218750e+00	0.720203	1.02091383934
5	1	4	2	94	0.778	1	5.53000000000000000000e+02	1.80000000000000000000e+01	2.00967326760292053223e-01	7.47021627426147460938e+00	0.741198	0.621554076672
6	1	4	2	76	0.949	1	8.66000000000000000000e+02	2.50000000000000000000e+01	3.01241815090179443359e-01	9.16716957092285156250e+00	1.23973	1.04579234123
7	1	4	2	94	0.419	1	7.39000000000000000000e+02	2.20000000000000000000e+01	2.60518103837966918945e-01	8.47799873352050781250e+00	0.887866	0.873499691486
8	1	4	2	93	0.435	1	4.92000000000000000000e+02	1.60000000000000000000e+01	1.81426569819450378418e-01	7.13952684402465820312e+00	0.621207	0.538881659508
9	1	4	2	94	0.266	1	8.01000000000000000000e+02	2.30000000000000000000e+01	2.80559003353118896484e-01	8.81715202331542968750e+00	0.527141	0.95828807354
10	1	4	2	93	0.479	1	1.05100000000000000000e+03	2.90000000000000000000e+01	3.60836237668991088867e-01	1.01756906509399414062e+01	0.63907	1.29792249203
11	1	4	2	94	0.549	1	8.71000000000000000000e+02	2.50000000000000000000e+01	3.02864253520965576172e-01	9.19462585449218750000e+00	0.593286	1.05265641212
12	1	4	2	94	0.598	1	3.15000000000000000000e+02	1.20000000000000000000e+01	1.24508805572986602783e-01	6.17630290985107421875e+00	0.61369	0.298075735569
13	1	4	2	94	0.613	1	3.80000000000000000000e+02	1.40000000000000000000e+01	1.45217344164848327637e-01	6.52675485610961914062e+00	0.622135	0.385688751936
14	1	4	2	94	0.620	1	8.92000000000000000000e+02	2.50000000000000000000e+01	3.09857875108718872070e-01	9.31297969818115234375e+00	0.622579	1.08224487305
15	1	4	2	94	0.590	1	1.03900000000000000000e+03	2.80000000000000000000e+01	3.56983989477157592773e-01	1.01104984283447265625e+01	0.613864	1.28162455559
16	200	3	2	87	0.939	1	6.64000000000000000000e+02	2.00000000000000000000e+01	2.36440330743789672852e-01	8.07052898406982421875e+00	0.961546	0.771632194519
17	200	3	2	92	0.990	1	6.06000000000000000000e+02	1.90000000000000000000e+01	2.18051940202713012695e-01	7.75934028625488281250e+00	0.650679	0.693835139275
18	200	3	2	94	0.109	1	3.53000000000000000000e+02	1.30000000000000000000e+01	1.36736005544662475586e-01	6.38322496414184570312e+00	0.84436	0.349806189537
19	200	3	2	86	0.849	1	5.22000000000000000000e+02	1.70000000000000000000e+01	1.91053450107574462891e-01	7.30244302749633789062e+00	0.650273	0.57961076498
20	200	3	2	93	0.509	1	6.57000000000000000000e+02	2.00000000000000000000e+01	2.34127327799797058105e-01	8.03138542175292968750e+00	0.833426	0.761846363544
21	200	3	2	86	0.549	1	4.55000000000000000000e+02	1.50000000000000000000e+01	1.69536322355270385742e-01	6.93830728530883789062e+00	0.724835	0.488576769829
22	200	3	2	86	0.542	1	4.77000000000000000000e+02	1.60000000000000000000e+01	1.76343962550163269043e-01	7.05351305007934570312e+00	0.735195	0.517378330231
23	200	3	2	92	0.555	1	9.25000000000000000000e+02	2.60000000000000000000e+01	3.20220381021499633789e-01	9.48834514617919921875e+00	0.749816	1.12608623505
24	200	3	2	92	0.556	1	8.04000000000000000000e+02	2.30000000000000000000e+01	2.81467974185943603516e-01	8.83253479003906250000e+00	0.752694	0.962133705616
25	200	3	2	87	0.722	1	6.66000000000000000000e+02	2.00000000000000000000e+01	2.37221017479896545410e-01	8.08374023437500000000e+00	0.908267	0.774935126305
26	200	3	2	91	0.469	1	6.74000000000000000000e+02	2.00000000000000000000e+01	2.39818960428237915039e-01	8.12770557403564453125e+00	1.0189	0.785926401615
27	210	3	2	111	0.736	1	8.61000000000000000000e+02	2.40000000000000000000e+01	2.99683362245559692383e-01	9.14079475402832031250e+00	2.28743	1.03919875622
28	210	3	2	111	0.583	1	5.93000000000000000000e+02	1.80000000000000000000e+01	2.13702082633972167969e-01	7.68572759628295898438e+00	2.25988	0.675431907177
29	210	3	2	87	0.735	1	6.05000000000000000000e+02	1.90000000000000000000e+01	2.17709273099899291992e-01	7.75354146957397460938e+00	0.802604	0.692385435104
30	210	3	2	93	0.107	1	5.84000000000000000000e+02	1.80000000000000000000e+01	2.10704103112220764160e-01	7.63499259948730468750e+00	0.800291	0.662748098373
31	210	3	2	94	0.042	1	6.16000000000000000000e+02	1.90000000000000000000e+01	2.21191659569740295410e-01	7.81247425079345703125e+00	0.781311	0.707118570805
32	210	3	2	93	0.139	1	3.02000000000000000000e+02	1.20000000000000000000e+01	1.20434954762458801270e-01	6.10736083984375000000e+00	0.810917	0.280840188265
33	210	3	2	93	0.161	1	4.83000000000000000000e+02	1.60000000000000000000e+01	1.78315624594688415527e-01	7.08687973022460937500e+00	0.81799	0.525719940662
34	210	3	2	94	0.586	1	4.81000000000000000000e+02	1.60000000000000000000e+01	1.77935823798179626465e-01	7.08045244216918945312e+00	1.00207	0.524113118649
35	210	3	2	94	0.632	1	6.57000000000000000000e+02	2.00000000000000000000e+01	2.34388172626495361328e-01	8.03579998016357421875e+00	1.01971	0.762950003147
36	210	3	2	94	0.690	1	5.62000000000000000000e+02	1.80000000000000000000e+01	2.03861162066459655762e-01	7.51918888092041015625e+00	1.0405	0.633797228336
37	210	3	2	94	0.745	1	9.47000000000000000000e+02	2.60000000000000000000e+01	3.27274054288864135742e-01	9.60771465301513671875e+00	1.06315	1.15592861176
38	210	3	2	93	0.349	1	5.19000000000000000000e+02	1.70000000000000000000e+01	1.90113723278045654297e-01	7.28654003143310546875e+00	0.748185	0.57563495636
39	460	6	2	71	0.162	116	6.74000000000000000000e+02	1.80000000000000000000e+01	5.02969264984130859375e-01	1.76672339439392089844e+00	0.855148	0.870388507843
40	460	6	2	71	0.141	116	6.72000000000000000000e+02	1.70000000000000000000e+01	5.01514434814453125000e-01	1.75363016128540039062e+00	0.884806	0.83198171854
41	460	6	2	70	0.902	116	6.59000000000000000000e+02	1.30000000000000000000e+01	4.85648483037948608398e-01	1.61083650588989257812e+00	0.941835	0.413120299578
42	460	6	2	70	0.181	116	6.56000000000000000000e+02	1.30000000000000000000e+01	4.82142418622970581055e-01	1.57928168773651123047e+00	1.00111	0.320559561253
43	460	6	2	70	0.115	116	6.64000000000000000000e+02	1.50000000000000000000e+01	4.92283046245574951172e-01	1.67054748535156250000e+00	1.00728	0.588272511959
44	460	6	2	66	0.150	116	6.62000000000000000000e+02	1.40000000000000000000e+01	4.89875882863998413086e-01	1.64888298511505126953e+00	2.00903	0.524723529816
45	460	6	1	49	0.098	116	6.78000000000000000000e+02	1.90000000000000000000e+01	5.07901549339294433594e-01	1.81111407279968261719e+00	3.43922	1.00060141087
46	460	6	1	49	0.134	116	6.84000000000000000000e+02	2.10000000000000000000e+01	5.15299022197723388672e-01	1.87769103050231933594e+00	3.45883	1.19589352608
47	460	6	2	122	0.216	116	6.57000000000000000000e+02	1.30000000000000000000e+01	4.84036147594451904297e-01	1.59632539749145507812e+00	3.12122	0.37055465579
48	460	6	2	41	0.649	116	6.72000000000000000000e+02	1.70000000000000000000e+01	5.00757098197937011719e-01	1.74681377410888671875e+00	2.36751	0.811986923218
49	460	6	2	68	0.048	116	6.68000000000000000000e+02	1.60000000000000000000e+01	4.96239334344863891602e-01	1.70615398883819580078e+00	1.10175	0.69271838665
50	460	6	2	70	0.184	116	6.59000000000000000000e+02	1.40000000000000000000e+01	4.86265033483505249023e-01	1.61638545989990234375e+00	1.00202	0.429397255182
51	584	6	2	39	0.457	116	6.74000000000000000000e+02	1.80000000000000000000e+01	5.03645598888397216797e-01	1.77281022071838378906e+00	2.45519	0.888243377209
52	584	6	2	112	0.119	116	6.65000000000000000000e+02	1.50000000000000000000e+01	4.92564767599105834961e-01	1.67308294773101806641e+00	0.735767	0.595709860325
53	584	6	2	100	0.814	116	6.85000000000000000000e+02	2.10000000000000000000e+01	5.16360282897949218750e-01	1.88724231719970703125e+00	0.932596	1.22391080856
54	584	6	2	100	0.523	116	6.75000000000000000000e+02	1.80000000000000000000e+01	5.04414141178131103516e-01	1.77972710132598876953e+00	0.624226	0.90853279829
55	595	12	2	71	0.078	10	7.99000000000000000000e+02	2.10000000000000000000e+01	1.26614347100257873535e-01	7.57717466354370117188e+00	0.848511	0.748498141766
56	595	12	2	78	0.146	10	8.06000000000000000000e+02	2.10000000000000000000e+01	1.27924233675003051758e-01	7.64790821075439453125e+00	0.887745	0.76440012455
57	595	12	2	68	0.767	10	7.04000000000000000000e+02	1.90000000000000000000e+01	1.10016889870166778564e-01	6.68091201782226562500e+00	0.517931	0.547005057335
58	595	12	2	68	0.713	10	9.40000000000000000000e+02	2.30000000000000000000e+01	1.51469796895980834961e-01	8.91936969757080078125e+00	0.499858	1.05024337769
59	595	12	2	68	0.718	10	1.15000000000000000000e+03	2.70000000000000000000e+01	1.88293009996414184570e-01	1.09078226089477539062e+01	0.539075	1.49727702141
60	595	12	2	100	0.605	10	6.57000000000000000000e+02	1.80000000000000000000e+01	1.01796351373195648193e-01	6.23700284957885742188e+00	1.14351	0.447207689285
61	595	12	2	95	0.626	10	6.15000000000000000000e+02	1.70000000000000000000e+01	9.44046378135681152344e-02	5.83785057067871093750e+00	0.642009	0.357472330332
62	595	12	2	95	0.609	10	6.43000000000000000000e+02	1.80000000000000000000e+01	9.93549972772598266602e-02	6.10516977310180664062e+00	0.662369	0.417569637299
63	595	12	2	74	0.188	10	8.79000000000000000000e+02	2.20000000000000000000e+01	1.40782147645950317383e-01	8.34223556518554687500e+00	0.701751	0.920495271683
64	595	12	2	74	0.159	10	1.14400000000000000000e+03	2.70000000000000000000e+01	1.87138572335243225098e-01	1.08454828262329101562e+01	0.723276	1.48326230049
65	595	12	2	74	0.110	10	6.89000000000000000000e+02	1.90000000000000000000e+01	1.07339479029178619385e-01	6.53633165359497070312e+00	0.748842	0.514501273632
66	595	12	2	95	0.449	10	1.13000000000000000000e+03	2.60000000000000000000e+01	1.84746682643890380859e-01	1.07163209915161132812e+01	0.783329	1.4542247057
67	595	12	2	73	0.703	10	6.05000000000000000000e+02	1.70000000000000000000e+01	9.26187485456466674805e-02	5.74141263961791992188e+00	1.03973	0.335791617632
68	595	12	2	75	0.059	10	6.57000000000000000000e+02	1.80000000000000000000e+01	1.01726658642292022705e-01	6.23323965072631835938e+00	0.648072	0.446361631155
69	623	6	2	76	0.961	116	6.61000000000000000000e+02	1.40000000000000000000e+01	4.87742274999618530273e-01	1.62968051433563232422e+00	1.06654	0.468396246433
70	623	6	2	92	0.983	116	6.62000000000000000000e+02	1.40000000000000000000e+01	4.89960491657257080078e-01	1.64964449405670166016e+00	0.999572	0.526957333088
71	623	6	2	87	0.270	116	6.86000000000000000000e+02	2.10000000000000000000e+01	5.17658889293670654297e-01	1.89892983436584472656e+00	0.356426	1.25819420815
72	659	6	2	75	0.404	116	6.69000000000000000000e+02	1.60000000000000000000e+01	4.97350573539733886719e-01	1.71615517139434814453e+00	0.837293	0.722055137157
73	659	6	2	73	0.541	116	6.81000000000000000000e+02	2.00000000000000000000e+01	5.11901736259460449219e-01	1.84711587429046630859e+00	0.99691	1.10620653629
74	659	6	2	92	0.359	116	6.65000000000000000000e+02	1.50000000000000000000e+01	4.92365986108779907227e-01	1.67129385471343994141e+00	0.548414	0.590462088585
75	672	7	2	68	0.525	9	1.25300000000000000000e+03	2.00000000000000000000e+00	3.00418376922607421875e-01	8.31150531768798828125e+00	0.261993	0.747657835484
76	672	7	2	68	0.506	9	1.34000000000000000000e+03	3.00000000000000000000e+00	3.13892215490341186523e-01	8.68203544616699218750e+00	0.285293	0.801047861576
77	672	7	2	68	0.488	9	1.06300000000000000000e+03	1.00000000000000000000e+00	2.71304011344909667969e-01	7.51086044311523437500e+00	0.306344	0.632292151451
78	672	7	2	68	0.481	9	8.89000000000000000000e+02	0.00000000000000000000e+00	2.44458585977554321289e-01	6.77261114120483398438e+00	0.316704	0.525917112827
