NUMBER_OF_SYNAPSES	APC_N	MAX_VOLTAGE	
61	0.0	-78.2012863912	
61	0.0	-79.4767344646	
61	0.0	-78.9595376143	
61	0.0	-80.1045714628	
61	0.0	-79.7893628953	
61	0.0	-79.6034376125	
61	0.0	-78.057004769	
61	0.0	-79.2110421077	
61	0.0	-79.6811262739	
61	0.0	-79.6594258314	
61	0.0	-79.2040930874	
61	0.0	-78.9258490358	
61	0.0	-78.4726990276	
61	0.0	-79.3394430821	
61	0.0	-79.9454340801	
61	0.0	-78.4355993243	
61	0.0	-78.2975952027	
61	0.0	-78.3279907934	
61	0.0	-78.0798550418	
61	0.0	-79.9413655699	
61	0.0	-80.372597878	
61	0.0	-79.2654592245	
61	0.0	-78.9740214576	
61	0.0	-79.9516926958	
61	0.0	-79.2616578626	
61	0.0	-77.93803408	
61	0.0	-80.1434985764	
61	0.0	-79.5523624185	
61	0.0	-79.6635660059	
61	0.0	-78.6420236793	
61	0.0	-78.7348139898	
61	0.0	-80.9509141031	
61	0.0	-79.1374242978	
61	0.0	-78.746990969	
61	0.0	-78.3516838467	
61	0.0	-80.6080862839	
61	0.0	-78.6330431437	
61	0.0	-79.1120788896	
61	0.0	-79.2979232472	
61	0.0	-78.9785532606	
61	0.0	-79.2598978716	
61	0.0	-79.2065810973	
61	0.0	-79.2114148531	
61	0.0	-79.9587695777	
61	0.0	-79.6658874749	
61	0.0	-78.3755816666	
61	0.0	-78.7093359104	
61	0.0	-79.5474229007	
61	0.0	-79.1260667558	
61	0.0	-79.2631918439	
61	0.0	-79.4621385911	
61	0.0	-78.6970805236	
61	0.0	-78.6215437793	
61	0.0	-79.459566988	
61	0.0	-79.3759019813	
61	0.0	-77.9922906391	
61	0.0	-79.5093656954	
61	0.0	-79.3467644684	
61	0.0	-79.2996646289	
61	0.0	-78.7548196368	
61	0.0	-78.9533598239	
61	0.0	-79.7835463599	
61	0.0	-79.543677021	
61	0.0	-77.7838914394	
61	0.0	-79.5245029088	
61	0.0	-78.7821241805	
61	0.0	-78.3007146278	
61	0.0	-79.26772753	
61	0.0	-78.9068099892	
61	0.0	-80.2736113377	
61	0.0	-78.3611811321	
61	0.0	-78.3253029234	
61	0.0	-79.1779561756	
61	0.0	-79.0022134851	
61	0.0	-79.9354371602	
61	0.0	-78.116894845	
61	0.0	-79.6425482493	
61	0.0	-79.1464918993	
61	0.0	-79.1281781323	
61	0.0	-77.9012128073	
61	0.0	-78.5198637456	
61	0.0	-79.6594327309	
61	0.0	-79.7322049491	
61	0.0	-79.1062590298	
61	0.0	-78.7297145526	
61	0.0	-78.7676343253	
61	0.0	-78.8565728833	
61	0.0	-78.5375021713	
61	0.0	-79.4749290984	
61	0.0	-79.9903340254	
61	0.0	-79.50412818	
61	0.0	-80.4967911343	
61	0.0	-78.0718932098	
61	0.0	-79.3160029116	
61	0.0	-78.7812239995	
61	0.0	-78.7923216124	
61	0.0	-78.7550609747	
61	0.0	-79.3845019265	
61	0.0	-78.3799832795	
61	0.0	-79.216023579	
61	0.0	-79.7472240568	
61	0.0	-78.9690292714	
61	0.0	-79.5450077839	
61	0.0	-78.9037573583	
61	0.0	-79.2435587065	
61	0.0	-78.7269790725	
61	0.0	-78.7887784083	
61	0.0	-79.0645878739	
61	0.0	-78.3619512449	
61	0.0	-78.8215012213	
61	0.0	-79.9604723881	
61	0.0	-78.4349385009	
61	0.0	-78.920161861	
61	0.0	-79.5156107248	
61	0.0	-79.2733688559	
61	0.0	-78.5848149681	
61	0.0	-78.1801120046	
61	0.0	-79.260170483	
61	0.0	-79.0758412031	
61	0.0	-79.1394334093	
61	0.0	-79.4153594784	
61	0.0	-79.2154072678	
61	0.0	-79.6191442254	
61	0.0	-79.0191202125	
61	0.0	-78.4159375201	
61	0.0	-80.1991737159	
61	0.0	-79.3985499177	
61	0.0	-79.165073378	
61	0.0	-78.5281075546	
61	0.0	-79.1308128324	
61	0.0	-78.796771835	
61	0.0	-79.2704117556	
61	0.0	-79.602816941	
61	0.0	-78.7240619746	
61	0.0	-78.7058573487	
61	0.0	-78.7618127344	
61	0.0	-80.3322531436	
61	0.0	-80.165562908	
61	0.0	-79.3367390917	
61	0.0	-78.6631897466	
61	0.0	-79.245291255	
61	0.0	-79.4455481461	
61	0.0	-78.6722998129	
61	0.0	-78.7784222944	
61	0.0	-79.4487681059	
61	0.0	-78.8874481288	
61	0.0	-79.2252352244	
61	0.0	-79.1098088941	
61	0.0	-78.0404107877	
61	0.0	-79.8559592782	
61	0.0	-79.0485272272	
61	0.0	-78.5478268157	
61	0.0	-78.3419711968	
61	0.0	-79.2657411412	
61	0.0	-78.3372892927	
61	0.0	-78.6538632549	
61	0.0	-78.8402552274	
61	0.0	-78.9253876603	
61	0.0	-78.4088395561	
61	0.0	-78.955815379	
61	0.0	-79.3734201842	
61	0.0	-78.0954474362	
61	0.0	-79.377598346	
61	0.0	-79.3102178015	
61	0.0	-79.2479388581	
61	0.0	-79.4976188102	
61	0.0	-79.4852047991	
61	0.0	-79.5031632833	
61	0.0	-78.9026741327	
61	0.0	-79.6336808466	
61	0.0	-79.0304929521	
61	0.0	-79.4298962823	
61	0.0	-79.621712656	
61	0.0	-79.6474835626	
61	0.0	-79.6071339697	
61	0.0	-79.044047737	
61	0.0	-78.5769840091	
61	0.0	-78.3500812904	
61	0.0	-79.2911505431	
61	0.0	-78.4413732574	
61	0.0	-78.4992008189	
61	0.0	-79.2826698858	
61	0.0	-79.3915286656	
61	0.0	-79.7743724383	
61	0.0	-78.7782545763	
61	0.0	-78.5807342555	
61	0.0	-78.9982460656	
61	0.0	-79.1135673139	
61	0.0	-78.5354333011	
61	0.0	-79.0009548223	
61	0.0	-79.0711889989	
61	0.0	-79.32786537	
61	0.0	-79.1148250971	
61	0.0	-79.143491123	
61	0.0	-79.4579092437	
61	0.0	-78.8620847004	
61	0.0	-78.6274103927	
61	0.0	-79.7313986404	
61	0.0	-79.3346166275	
61	0.0	-79.4643346533	
61	0.0	-78.5362232347	
61	0.0	-78.4909625951	
61	0.0	-79.6697271984	
61	0.0	-79.5317148372	
61	0.0	-80.047833826	
61	0.0	-79.0444660999	
61	0.0	-79.4592356711	
61	0.0	-78.7756120145	
61	0.0	-79.1168254232	
61	0.0	-79.2637824959	
61	0.0	-79.2469306168	
61	0.0	-78.7706151898	
61	0.0	-79.9154639232	
61	0.0	-79.446645231	
61	0.0	-78.8110959622	
61	0.0	-78.5735106562	
61	0.0	-79.6886079816	
61	0.0	-79.0169437778	
61	0.0	-80.149217438	
61	0.0	-79.5081772503	
61	0.0	-79.1260893732	
61	0.0	-78.67405965	
61	0.0	-78.9591364335	
61	0.0	-78.3782852964	
61	0.0	-78.9099548125	
61	0.0	-79.3624806453	
61	0.0	-79.8134225496	
61	0.0	-79.4109562723	
61	0.0	-78.8017098504	
61	0.0	-79.0455323201	
61	0.0	-79.185247418	
61	0.0	-79.066196015	
61	0.0	-79.1083801119	
61	0.0	-78.6481252988	
61	0.0	-79.3991587854	
61	0.0	-79.2780855678	
61	0.0	-79.42387015	
61	0.0	-79.2645451234	
61	0.0	-79.674705889	
61	0.0	-78.6598673182	
61	0.0	-79.2551773587	
61	0.0	-79.5550161787	
61	0.0	-79.5809067767	
61	0.0	-78.9692281043	
61	0.0	-79.02174463	
61	0.0	-79.671290579	
61	0.0	-79.5178672121	
61	0.0	-80.0530620301	
61	0.0	-79.4948148555	
61	0.0	-78.6028059758	
61	0.0	-79.6281138944	
61	0.0	-79.6668300597	
61	0.0	-79.0190376429	
61	0.0	-79.1805652341	
61	0.0	-78.586329462	
61	0.0	-80.0530872323	
61	0.0	-79.5749694235	
61	0.0	-78.7332781466	
61	0.0	-78.0616519677	
61	0.0	-79.4385792646	
61	0.0	-79.8981130984	
61	0.0	-78.3860601847	
61	0.0	-79.2510243963	
61	0.0	-78.4739531003	
61	0.0	-79.9396033069	
61	0.0	-79.3231068253	
61	0.0	-79.2221670161	
61	0.0	-79.2023711546	
61	0.0	-79.5942318245	
61	0.0	-79.9285625773	
61	0.0	-78.6637269574	
61	0.0	-79.2550554221	
61	0.0	-79.4511804523	
61	0.0	-78.8637144282	
61	0.0	-78.7520500569	
61	0.0	-79.3941373309	
61	0.0	-79.5638563717	
61	0.0	-79.5555347368	
61	0.0	-78.5597540119	
61	0.0	-78.7993372614	
61	0.0	-78.2699807047	
61	0.0	-78.6524277177	
61	0.0	-79.8125924835	
61	0.0	-79.9341824306	
61	0.0	-79.9101496731	
61	0.0	-79.2547554434	
61	0.0	-79.1383438938	
61	0.0	-79.5745867775	
61	0.0	-79.3447058858	
61	0.0	-78.7850381952	
61	0.0	-79.6667495757	
61	0.0	-79.5797971676	
61	0.0	-78.8690302668	
61	0.0	-79.557074633	
61	0.0	-79.7540128423	
61	0.0	-79.3954384785	
61	0.0	-78.7490850283	
61	0.0	-79.8894956305	
61	0.0	-79.9174909907	
61	0.0	-78.2176229595	
61	0.0	-78.9915925842	
61	0.0	-78.84889543	
61	0.0	-79.0834955089	
61	0.0	-79.6200823558	
61	0.0	-79.7338735176	
61	0.0	-77.7616432938	
61	0.0	-78.8479598602	
