Spine,shaft_name,shaft_x,max_soma_v,max_shaft_v,max_spine_v,soma_v_integ,shaft_v_integ,spine_v_integ,ir_shaft,z_shaft,dist_shaft
1,cell0603_11_model_cm_0_44[0].soma[0],0.500,-85.5034,-85.5034,-81.4123,304.533,304.533,745.645,40.9625,7.31973,0
0,cell0603_11_model_cm_0_44[0].soma[0],0.500,-85.4823,-85.4823,0,314.06,314.06,0,40.9625,7.31973,0
1,cell0603_11_model_cm_0_44[0].soma[0],1.000,-85.5035,-85.4951,-81.4013,304.507,305.726,746.801,41.1245,7.44863,13.2157
0,cell0603_11_model_cm_0_44[0].soma[0],1.000,-85.4824,-85.4736,0,314.033,315.29,0,41.1245,7.44863,13.2157
1,cell0603_11_model_cm_0_44[0].dend[0],0.500,-85.5499,-84.9953,-80.8668,297.535,371.488,810.715,50.0745,14.8108,16.1304
0,cell0603_11_model_cm_0_44[0].dend[0],0.500,-85.5315,-84.9471,0,306.784,383.035,0,50.0745,14.8108,16.1304
1,cell0603_11_model_cm_0_44[0].dend[0],1.000,-85.5912,-84.5779,-80.4738,290.971,435.833,873.526,58.8683,21.2873,32.2607
0,cell0603_11_model_cm_0_44[0].dend[0],1.000,-85.5753,-84.5094,0,299.971,449.311,0,58.8683,21.2873,32.2607
1,cell0603_11_model_cm_0_44[0].dend[1],0.100,-85.6137,-83.2503,-79.2118,285.5,606.526,1039.57,82.6077,42.0523,43.1899
0,cell0603_11_model_cm_0_44[0].dend[1],0.100,-85.5993,-83.1172,0,294.193,624.989,0,82.6077,42.0523,43.1899
1,cell0603_11_model_cm_0_44[0].dend[1],0.300,-85.6465,-81.2636,-77.4085,276,932.828,1358.18,129.073,78.5072,65.0482
0,cell0603_11_model_cm_0_44[0].dend[1],0.300,-85.6343,-81.0439,0,284.194,960.51,0,129.073,78.5072,65.0482
1,cell0603_11_model_cm_0_44[0].dend[1],0.500,-85.6671,-79.8543,-76.2661,268.145,1244.5,1663.79,174.521,109.999,86.9066
0,cell0603_11_model_cm_0_44[0].dend[1],0.500,-85.6562,-79.587,0,275.957,1280.74,0,174.521,109.999,86.9066
1,cell0603_11_model_cm_0_44[0].dend[1],0.700,-85.6804,-78.6033,-75.4366,261.546,1545.86,1960.19,219.248,139.227,108.765
0,cell0603_11_model_cm_0_44[0].dend[1],0.700,-85.6702,-78.3043,0,269.057,1590.22,0,219.248,139.227,108.765
1,cell0603_11_model_cm_0_44[0].dend[1],0.900,-85.6897,-77.246,-74.5244,255.884,1839.73,2249.8,263.544,168.597,130.623
0,cell0603_11_model_cm_0_44[0].dend[1],0.900,-85.6799,-76.9046,0,263.147,1891.92,0,263.544,168.597,130.623
1,cell0603_11_model_cm_0_44[0].dend[1],1.000,-85.6934,-76.5099,-73.9455,253.301,1984.68,2392.65,285.737,184.02,141.552
0,cell0603_11_model_cm_0_44[0].dend[1],1.000,-85.6837,-76.1418,0,260.448,2040.64,0,285.737,184.02,141.552
1,cell0603_11_model_cm_0_44[0].dend[2],0.167,-85.6969,-75.7061,-73.1366,250.66,2129.19,2533.88,308.985,201.616,152.38
0,cell0603_11_model_cm_0_44[0].dend[2],0.167,-85.6875,-75.309,0,257.649,2188.53,0,308.985,201.616,152.38
1,cell0603_11_model_cm_0_44[0].dend[2],0.500,-85.7038,-74.0383,-71.3962,245.507,2412.38,2810.04,356.199,238.996,174.035
0,cell0603_11_model_cm_0_44[0].dend[2],0.500,-85.6948,-73.5796,0,252.173,2477.84,0,356.199,238.996,174.035
1,cell0603_11_model_cm_0_44[0].dend[2],0.833,-85.7105,-72.2944,-69.5384,240.461,2686.81,3076.93,404.32,279.041,195.69
0,cell0603_11_model_cm_0_44[0].dend[2],0.833,-85.702,-71.7698,0,246.796,2757.54,0,404.32,279.041,195.69
1,cell0603_11_model_cm_0_44[0].dend[2],1.000,-85.7138,-71.394,-68.5627,237.925,2820.87,3206.88,428.987,300.221,206.518
0,cell0603_11_model_cm_0_44[0].dend[2],1.000,-85.7055,-70.8365,0,244.088,2893.89,0,428.987,300.221,206.518
1,cell0603_11_model_cm_0_44[0].dend[3],0.167,-85.6971,-75.6717,-73.1113,250.539,2136.52,2541.12,310.115,202.354,152.944
0,cell0603_11_model_cm_0_44[0].dend[3],0.167,-85.6877,-75.2734,0,257.524,2196.04,0,310.115,202.354,152.944
1,cell0603_11_model_cm_0_44[0].dend[3],0.500,-85.7043,-73.9328,-71.3089,245.161,2433.86,2831.19,359.657,241.381,175.727
0,cell0603_11_model_cm_0_44[0].dend[3],0.500,-85.6953,-73.4705,0,251.81,2499.83,0,359.657,241.381,175.727
1,cell0603_11_model_cm_0_44[0].dend[3],0.833,-85.7113,-72.1153,-69.3802,239.894,2721.6,3111.1,410.2,283.305,198.51
0,cell0603_11_model_cm_0_44[0].dend[3],0.833,-85.7028,-71.5853,0,246.2,2793.09,0,410.2,283.305,198.51
1,cell0603_11_model_cm_0_44[0].dend[3],1.000,-85.7148,-71.1777,-68.3645,237.238,2861.98,3247.17,436.152,305.542,209.901
0,cell0603_11_model_cm_0_44[0].dend[3],1.000,-85.7065,-70.6133,0,243.365,2935.84,0,436.152,305.542,209.901
1,cell0603_11_model_cm_0_44[0].dend[4],0.500,-85.6402,-83.9674,-79.9259,281.576,547.79,983.125,74.264,31.2995,44.9113
0,cell0603_11_model_cm_0_44[0].dend[4],0.500,-85.627,-83.8709,0,290.22,564.603,0,74.264,31.2995,44.9113
1,cell0603_11_model_cm_0_44[0].dend[4],1.000,-85.6777,-83.6287,-79.7027,273.015,653.895,1087.67,88.8731,38.036,57.5618
0,cell0603_11_model_cm_0_44[0].dend[4],1.000,-85.6666,-83.5213,0,281.361,673.877,0,88.8731,38.036,57.5618
1,cell0603_11_model_cm_0_44[0].dend[5],0.045,-85.6887,-82.559,-78.6605,268.53,807.39,1237.25,110.616,55.3757,67.7535
0,cell0603_11_model_cm_0_44[0].dend[5],0.045,-85.6783,-82.4,0,276.631,831.737,0,110.616,55.3757,67.7535
1,cell0603_11_model_cm_0_44[0].dend[5],0.136,-85.7057,-80.7829,-77.0333,260.711,1103.99,1527.09,153.479,87.2865,88.1367
0,cell0603_11_model_cm_0_44[0].dend[5],0.136,-85.6963,-80.5468,0,268.402,1136.54,0,153.479,87.2865,88.1367
1,cell0603_11_model_cm_0_44[0].dend[5],0.227,-85.7181,-79.4034,-75.8551,254.074,1389.47,1806.96,195.629,115.865,108.52
0,cell0603_11_model_cm_0_44[0].dend[5],0.227,-85.7093,-79.1161,0,261.436,1429.71,0,195.629,115.865,108.52
1,cell0603_11_model_cm_0_44[0].dend[5],0.318,-85.7273,-78.2284,-74.934,248.356,1666.73,2079.4,237.305,142.495,128.903
0,cell0603_11_model_cm_0_44[0].dend[5],0.318,-85.719,-77.9056,0,255.446,1714.29,0,237.305,142.495,128.903
1,cell0603_11_model_cm_0_44[0].dend[5],0.409,-85.7346,-77.0933,-74.096,243.337,1937.72,2346.05,278.743,168.504,149.287
0,cell0603_11_model_cm_0_44[0].dend[5],0.409,-85.7266,-76.7398,0,250.193,1992.29,0,278.743,168.504,149.287
1,cell0603_11_model_cm_0_44[0].dend[5],0.500,-85.7406,-75.9091,-73.1905,238.831,2203.62,2607.79,320.178,194.94,169.67
