Spine,shaft_name,shaft_x,max_soma_v,max_shaft_v,max_spine_v,soma_v_integ,shaft_v_integ,spine_v_integ,ir_shaft,z_shaft,dist_shaft
1,cell0603_03_model_cm_0_49[0].soma[0],0.500,-85.1925,-85.1925,-81.142,268.455,268.455,708.356,35.7864,12.282,0
0,cell0603_03_model_cm_0_49[0].soma[0],0.500,-85.1565,-85.1565,0,276.839,276.839,0,35.7864,12.282,0
1,cell0603_03_model_cm_0_49[0].soma[0],1.000,-85.1928,-85.1628,-81.107,268.384,272.304,712.088,36.3092,12.7299,10.4331
0,cell0603_03_model_cm_0_49[0].soma[0],1.000,-85.1568,-85.1253,0,276.762,280.805,0,36.3092,12.7299,10.4331
1,cell0603_03_model_cm_0_49[0].dend[0],0.500,-85.2101,-85.0496,-80.981,266.388,287.557,726.906,38.3808,14.4338,6.20057
0,cell0603_03_model_cm_0_49[0].dend[0],0.500,-85.1752,-85.0062,0,274.692,296.521,0,38.3808,14.4338,6.20057
1,cell0603_03_model_cm_0_49[0].dend[0],1.000,-85.2273,-84.9051,-80.8277,264.377,306.439,745.253,40.9504,16.5942,12.4011
0,cell0603_03_model_cm_0_49[0].dend[0],1.000,-85.1934,-84.8541,0,272.604,315.974,0,40.9504,16.5942,12.4011
1,cell0603_03_model_cm_0_49[0].dend[1],0.500,-85.2652,-84.5874,-80.5099,259.89,348.617,786.289,46.708,21.3767,19.18
0,cell0603_03_model_cm_0_49[0].dend[1],0.500,-85.2334,-84.5203,0,267.948,359.426,0,46.708,21.3767,19.18
1,cell0603_03_model_cm_0_49[0].dend[1],1.000,-85.301,-84.301,-80.2364,255.553,389.477,826.113,52.3058,25.8101,25.959
0,cell0603_03_model_cm_0_49[0].dend[1],1.000,-85.2712,-84.2201,0,263.45,401.513,0,52.3058,25.8101,25.959
1,cell0603_03_model_cm_0_49[0].dend[2],0.500,-85.3584,-83.409,-79.4047,248.113,516.811,950.209,69.9239,40.2635,36.9035
0,cell0603_03_model_cm_0_49[0].dend[2],0.500,-85.3322,-83.2857,0,255.703,532.62,0,69.9239,40.2635,36.9035
1,cell0603_03_model_cm_0_49[0].dend[2],1.000,-85.4068,-82.7081,-78.7915,241.275,637.873,1068.56,86.8465,52.837,47.848
0,cell0603_03_model_cm_0_49[0].dend[2],1.000,-85.3835,-82.5543,0,248.595,657.227,0,86.8465,52.837,47.848
1,cell0603_03_model_cm_0_49[0].dend[3],0.045,-85.4416,-81.5424,-77.6987,234.988,809.715,1236.15,111.341,72.4457,57.5553
0,cell0603_03_model_cm_0_49[0].dend[3],0.045,-85.4205,-81.3353,0,242.022,833.952,0,111.341,72.4457,57.5553
1,cell0603_03_model_cm_0_49[0].dend[3],0.136,-85.4969,-79.707,-76.0373,224.156,1134.54,1553.86,158.658,106.85,76.9698
