Spine,shaft_name,shaft_x,max_soma_v,max_shaft_v,max_spine_v,soma_v_integ,shaft_v_integ,spine_v_integ,ir_shaft,z_shaft,dist_shaft
1,cell1303_05_model_cm_0_50[0].soma[0],0.500,-85.3143,-85.3143,-81.2624,349.013,349.013,789.327,46.5835,10.0995,0
0,cell1303_05_model_cm_0_50[0].soma[0],0.500,-85.2849,-85.2849,0,359.918,359.918,0,46.5835,10.0995,0
1,cell1303_05_model_cm_0_50[0].soma[0],1.000,-85.3145,-85.291,-81.2326,348.934,352.247,792.462,47.0247,10.4565,9.22355
0,cell1303_05_model_cm_0_50[0].soma[0],1.000,-85.2851,-85.2603,0,359.833,363.249,0,47.0247,10.4565,9.22355
1,cell1303_05_model_cm_0_50[0].dend[0],0.500,-85.3753,-85.0118,-80.9299,340.46,392.289,831.416,52.4878,14.7576,15.6965
0,cell1303_05_model_cm_0_50[0].dend[0],0.500,-85.3494,-84.9665,0,351.056,404.498,0,52.4878,14.7576,15.6965
1,cell1303_05_model_cm_0_50[0].dend[0],1.000,-85.4282,-84.7563,-80.6976,332.35,433.808,871.969,58.1594,18.9002,31.393
0,cell1303_05_model_cm_0_50[0].dend[0],1.000,-85.4055,-84.699,0,342.663,447.268,0,58.1594,18.9002,31.393
1,cell1303_05_model_cm_0_50[0].dend[1],0.500,-85.4673,-84.0395,-80.0414,324.614,534.6,970.208,72.0667,30.1998,47.9182
0,cell1303_05_model_cm_0_50[0].dend[1],0.500,-85.447,-83.9478,0,334.603,551.05,0,72.0667,30.1998,47.9182
1,cell1303_05_model_cm_0_50[0].dend[1],1.000,-85.4992,-83.4402,-79.5263,317.829,633.05,1066.43,85.7565,40.3144,64.4434
0,cell1303_05_model_cm_0_50[0].dend[1],1.000,-85.4808,-83.3219,0,327.541,652.395,0,85.7565,40.3144,64.4434
1,cell1303_05_model_cm_0_50[0].dend[2],0.167,-85.5067,-82.3335,-78.4953,313.909,764.693,1194.37,104.46,58.0461,76.0069
0,cell1303_05_model_cm_0_50[0].dend[2],0.167,-85.4888,-82.1633,0,323.382,787.767,0,104.46,58.0461,76.0069
1,cell1303_05_model_cm_0_50[0].dend[2],0.500,-85.5196,-80.1523,-76.4509,307.056,1022.73,1445.18,142.062,94.3072,99.1339
0,cell1303_05_model_cm_0_50[0].dend[2],0.500,-85.5027,-79.8828,0,316.093,1052.83,0,142.062,94.3072,99.1339
1,cell1303_05_model_cm_0_50[0].dend[2],0.833,-85.5308,-78.0183,-74.4012,301.053,1274.66,1689.91,180.096,131.344,122.261
0,cell1303_05_model_cm_0_50[0].dend[2],0.833,-85.5147,-77.6548,0,309.689,1311.22,0,180.096,131.344,122.261
1,cell1303_05_model_cm_0_50[0].dend[2],1.000,-85.5358,-76.9632,-73.3596,298.337,1399.5,1811.01,199.523,150.317,133.824
0,cell1303_05_model_cm_0_50[0].dend[2],1.000,-85.5201,-76.5553,0,306.779,1439.1,0,199.523,150.317,133.824
1,cell1303_05_model_cm_0_50[0].dend[3],0.500,-85.5494,-82.3922,-78.5797,305.897,841.346,1270.46,115.071,59.0525,80.3051
0,cell1303_05_model_cm_0_50[0].dend[3],0.500,-85.5339,-82.2286,0,315.124,866.72,0,115.071,59.0525,80.3051
1,cell1303_05_model_cm_0_50[0].dend[3],1.000,-85.5825,-81.6965,-78.0767,295.76,1040.1,1466.08,143.278,73.7712,96.1667
0,cell1303_05_model_cm_0_50[0].dend[3],1.000,-85.5687,-81.5108,0,304.605,1071.21,0,143.278,73.7712,96.1667
1,cell1303_05_model_cm_0_50[0].dend[4],0.071,-85.5932,-80.8708,-77.3302,290.739,1191.57,1614.3,165.384,89.4141,107.506
0,cell1303_05_model_cm_0_50[0].dend[4],0.071,-85.58,-80.6513,0,299.345,1226.83,0,165.384,89.4141,107.506
1,cell1303_05_model_cm_0_50[0].dend[4],0.214,-85.6099,-79.3567,-76.065,282.053,1487.37,1904.25,209.314,120.178,130.184
0,cell1303_05_model_cm_0_50[0].dend[4],0.214,-85.5976,-79.0826,0,290.252,1530.6,0,209.314,120.178,130.184
1,cell1303_05_model_cm_0_50[0].dend[4],0.357,-85.6226,-77.8894,-74.9023,274.669,1775.25,2186.85,253.011,151.014,152.862
