Spine,shaft_name,shaft_x,max_soma_v,max_shaft_v,max_spine_v,soma_v_integ,shaft_v_integ,spine_v_integ,ir_shaft,z_shaft,dist_shaft
1,cell1303_06_model_cm_0_52[0].dend[3],1.000,-85.3436,-84.5228,-80.4594,342.939,453.476,890.959,61.0959,22.4179,40.4551
0,cell1303_06_model_cm_0_52[0].dend[3],1.000,-85.3157,-84.4531,0,353.548,467.504,0,61.0959,22.4179,40.4551
1,cell1303_06_model_cm_0_52[0].dend[4],0.167,-85.4052,-83.2161,-79.2018,333.08,626.946,1059.86,85.2326,42.3675,51.1028
0,cell1303_06_model_cm_0_52[0].dend[4],0.167,-85.3809,-83.0824,0,343.228,646.043,0,85.2326,42.3675,51.1028
1,cell1303_06_model_cm_0_52[0].dend[4],0.500,-85.5063,-81.4693,-77.6124,316.252,950.927,1377.06,131.164,72.1145,72.3982
0,cell1303_06_model_cm_0_52[0].dend[4],0.500,-85.4876,-81.2582,0,325.68,979.269,0,131.164,72.1145,72.3982
1,cell1303_06_model_cm_0_52[0].dend[4],0.833,-85.579,-80.5988,-76.9736,302.37,1251.47,1673.43,174.224,90.4295,93.6935
0,cell1303_06_model_cm_0_52[0].dend[4],0.833,-85.5643,-80.3603,0,311.283,1288.35,0,174.224,90.4295,93.6935
1,cell1303_06_model_cm_0_52[0].dend[4],1.000,-85.6045,-80.3373,-76.8849,296.364,1395.81,1816.4,194.91,96.8363,104.341
0,cell1303_06_model_cm_0_52[0].dend[4],1.000,-85.5911,-80.0964,0,305.075,1436.82,0,194.91,96.8363,104.341
1,cell1303_06_model_cm_0_52[0].dend[5],0.071,-85.6159,-79.4253,-76.0661,291.49,1576.71,1993.65,222.06,115.14,114.667
0,cell1303_06_model_cm_0_52[0].dend[5],0.071,-85.6032,-79.1499,0,299.957,1622.5,0,222.06,115.14,114.667
1,cell1303_06_model_cm_0_52[0].dend[5],0.214,-85.6331,-77.7216,-74.6245,282.968,1929.98,2340.24,276.161,151.423,135.319
0,cell1303_06_model_cm_0_52[0].dend[5],0.214,-85.6213,-77.3886,0,291.014,1984.84,0,276.161,151.423,135.319
1,cell1303_06_model_cm_0_52[0].dend[5],0.357,-85.6457,-76.0371,-73.238,275.628,2273.31,2677.5,330.114,188.173,155.971
0,cell1303_06_model_cm_0_52[0].dend[5],0.357,-85.6346,-75.6489,0,283.315,2336.68,0,330.114,188.173,155.971
1,cell1303_06_model_cm_0_52[0].dend[5],0.500,-85.6558,-74.2842,-71.7025,269.078,2608.46,3006.68,384.415,226.639,176.623
0,cell1303_06_model_cm_0_52[0].dend[5],0.500,-85.6452,-73.8343,0,276.436,2679.75,0,384.415,226.639,176.623
1,cell1303_06_model_cm_0_52[0].dend[5],0.643,-85.6646,-72.4591,-69.9862,262.975,2935.52,3327.41,439.564,267.655,197.275
0,cell1303_06_model_cm_0_52[0].dend[5],0.643,-85.6545,-71.9421,0,270.006,3013.96,0,439.564,267.655,197.275
1,cell1303_06_model_cm_0_52[0].dend[5],0.786,-85.673,-70.588,-68.1336,257.034,3253.29,3638.1,496.067,311.71,217.927
0,cell1303_06_model_cm_0_52[0].dend[5],0.786,-85.6634,-70.0031,0,263.719,3337.86,0,496.067,311.71,217.927
1,cell1303_06_model_cm_0_52[0].dend[5],0.929,-85.6814,-68.6968,-66.1903,251.045,3559.92,3936.63,554.446,359.205,238.579
0,cell1303_06_model_cm_0_52[0].dend[5],0.929,-85.6723,-68.048,0,257.356,3649.36,0,554.446,359.205,238.579
1,cell1303_06_model_cm_0_52[0].dend[5],1.000,-85.6857,-67.7484,-65.1821,247.938,3708.73,4080.79,584.841,384.651,248.905
0,cell1303_06_model_cm_0_52[0].dend[5],1.000,-85.6769,-67.0702,0,254.047,3800.06,0,584.841,384.651,248.905
1,cell1303_06_model_cm_0_52[0].dend[6],0.045,-85.6215,-79.5828,-76.153,290.947,1563.31,1980.84,219.863,109.762,114.375
0,cell1303_06_model_cm_0_52[0].dend[6],0.045,-85.6091,-79.3097,0,299.414,1608.8,0,219.863,109.762,114.375
1,cell1303_06_model_cm_0_52[0].dend[6],0.136,-85.6485,-78.3159,-74.9897,281.459,1889.16,2301.41,269.024,132.828,134.444
0,cell1303_06_model_cm_0_52[0].dend[6],0.136,-85.6374,-77.9935,0,289.516,1943.21,0,269.024,132.828,134.444
1,cell1303_06_model_cm_0_52[0].dend[6],0.227,-85.668,-77.3184,-74.158,273.387,2205.07,2613.02,317.267,152.885,154.512
0,cell1303_06_model_cm_0_52[0].dend[6],0.227,-85.6578,-76.9646,0,281.113,2267.36,0,317.267,152.885,154.512
1,cell1303_06_model_cm_0_52[0].dend[6],0.318,-85.6822,-76.4531,-73.5187,266.418,2514.28,2918.54,365.01,171.556,174.581
0,cell1303_06_model_cm_0_52[0].dend[6],0.318,-85.6726,-76.0798,0,273.87,2584.58,0,365.01,171.556,174.581
1,cell1303_06_model_cm_0_52[0].dend[6],0.409,-85.6929,-75.5687,-72.9209,260.297,2818.93,3219.79,412.669,190.539,194.649
0,cell1303_06_model_cm_0_52[0].dend[6],0.409,-85.6837,-75.1781,0,267.513,2897.03,0,412.669,190.539,194.649
1,cell1303_06_model_cm_0_52[0].dend[6],0.500,-85.7013,-74.5656,-72.2036,254.804,3120.23,3517.69,460.656,211.295,214.718
0,cell1303_06_model_cm_0_52[0].dend[6],0.500,-85.6924,-74.1502,0,261.802,3205.88,0,460.656,211.295,214.718
1,cell1303_06_model_cm_0_52[0].dend[6],0.591,-85.7083,-73.4232,-71.2625,249.737,3418.48,3812.25,509.39,234.908,234.786
0,cell1303_06_model_cm_0_52[0].dend[6],0.591,-85.6998,-72.9721,0,256.522,3511.3,0,509.39,234.908,234.786
1,cell1303_06_model_cm_0_52[0].dend[6],0.682,-85.7146,-72.1584,-70.0937,244.907,3712.98,4102.49,559.292,262.069,254.854
0,cell1303_06_model_cm_0_52[0].dend[6],0.682,-85.7063,-71.6638,0,251.469,3812.4,0,559.292,262.069,254.854
1,cell1303_06_model_cm_0_52[0].dend[6],0.773,-85.7206,-70.7942,-68.7367,240.131,4002.04,4386.46,610.798,293.168,274.923
0,cell1303_06_model_cm_0_52[0].dend[6],0.773,-85.7126,-70.2509,0,246.445,4107.21,0,610.798,293.168,274.923
1,cell1303_06_model_cm_0_52[0].dend[6],0.864,-85.7266,-69.3487,-67.2262,235.243,4283.19,4661.44,664.353,328.46,294.991
0,cell1303_06_model_cm_0_52[0].dend[6],0.864,-85.719,-68.7538,0,241.276,4392.97,0,664.353,328.46,294.991
1,cell1303_06_model_cm_0_52[0].dend[6],0.955,-85.7329,-67.8281,-65.5806,230.125,4553.8,4924.63,720.423,368.26,315.06
0,cell1303_06_model_cm_0_52[0].dend[6],0.955,-85.7257,-67.1816,0,235.84,4666.79,0,720.423,368.26,315.06
1,cell1303_06_model_cm_0_52[0].dend[6],1.000,-85.7363,-67.0407,-64.7019,227.397,4684.41,5050.85,749.959,390.237,325.094
0,cell1303_06_model_cm_0_52[0].dend[6],1.000,-85.7292,-66.3695,0,232.934,4798.38,0,749.959,390.237,325.094
1,cell1303_06_model_cm_0_52[0].dend[7],0.045,-85.3953,-82.8326,-78.8443,333.985,668.982,1100.6,91.199,48.6224,51.3477
0,cell1303_06_model_cm_0_52[0].dend[7],0.045,-85.3706,-82.6809,0,344.115,689.268,0,91.199,48.6224,51.3477
1,cell1303_06_model_cm_0_52[0].dend[7],0.136,-85.4763,-80.3212,-76.55,319.045,1075.16,1497.38,149.627,92.3496,73.1327
0,cell1303_06_model_cm_0_52[0].dend[7],0.136,-85.4565,-80.0594,0,328.427,1106.76,0,149.627,92.3496,73.1327
1,cell1303_06_model_cm_0_52[0].dend[7],0.227,-85.5342,-78.6325,-75.0891,306.979,1456.88,1872.06,206.077,126.478,94.9178
0,cell1303_06_model_cm_0_52[0].dend[7],0.227,-85.5178,-78.3062,0,315.808,1498.77,0,206.077,126.478,94.9178
1,cell1303_06_model_cm_0_52[0].dend[7],0.318,-85.5737,-77.4146,-74.1199,297.033,1822.11,2231.76,261.126,154.458,116.703
0,cell1303_06_model_cm_0_52[0].dend[7],0.318,-85.5595,-77.0521,0,305.439,1873.65,0,261.126,154.458,116.703
1,cell1303_06_model_cm_0_52[0].dend[7],0.409,-85.5995,-76.3856,-73.3911,288.653,2176.11,2581.16,315.338,179.525,138.488
0,cell1303_06_model_cm_0_52[0].dend[7],0.409,-85.5867,-76.0017,0,296.718,2236.89,0,315.338,179.525,138.488
1,cell1303_06_model_cm_0_52[0].dend[7],0.500,-85.6169,-75.3085,-72.667,281.412,2522.27,2923.13,369.267,204.434,160.273
0,cell1303_06_model_cm_0_52[0].dend[7],0.500,-85.6048,-74.9036,0,289.188,2591.93,0,369.267,204.434,160.273
1,cell1303_06_model_cm_0_52[0].dend[7],0.591,-85.6293,-74.0703,-71.7361,274.963,2862.37,3259.03,423.467,231.271,182.058
0,cell1303_06_model_cm_0_52[0].dend[7],0.591,-85.6178,-73.6323,0,282.471,2940.49,0,423.467,231.271,182.058
1,cell1303_06_model_cm_0_52[0].dend[7],0.682,-85.6393,-72.6775,-70.5241,268.997,3196.73,3588.75,478.49,261.397,203.843
0,cell1303_06_model_cm_0_52[0].dend[7],0.682,-85.6282,-72.1944,0,276.236,3282.72,0,478.49,261.397,203.843
1,cell1303_06_model_cm_0_52[0].dend[7],0.773,-85.6481,-71.1683,-69.0737,263.229,3524.17,3910.74,534.901,295.579,225.628
0,cell1303_06_model_cm_0_52[0].dend[7],0.773,-85.6375,-70.6333,0,270.179,3617.16,0,534.901,295.579,225.628
1,cell1303_06_model_cm_0_52[0].dend[7],0.864,-85.6567,-69.5744,-67.4416,257.406,3842.23,4222.2,593.278,334.257,247.413
0,cell1303_06_model_cm_0_52[0].dend[7],0.864,-85.6465,-68.9842,0,264.028,3941.01,0,593.278,334.257,247.413
1,cell1303_06_model_cm_0_52[0].dend[7],0.955,-85.6656,-67.9084,-65.6574,251.337,4147.89,4519.86,654.217,377.872,269.198
0,cell1303_06_model_cm_0_52[0].dend[7],0.955,-85.656,-67.2622,0,257.583,4250.9,0,654.217,377.872,269.198
1,cell1303_06_model_cm_0_52[0].dend[7],1.000,-85.6703,-67.0482,-64.7019,248.098,4295.22,4662.4,686.28,402.022,280.091
0,cell1303_06_model_cm_0_52[0].dend[7],1.000,-85.6611,-66.3763,0,254.133,4399.64,0,686.28,402.022,280.091
1,cell1303_06_model_cm_0_52[0].dend[8],0.100,-85.3417,-83.3136,-79.306,340.517,589.016,1022.42,80.0048,41.2104,42.336
0,cell1303_06_model_cm_0_52[0].dend[8],0.100,-85.3142,-83.1854,0,350.905,606.982,0,80.0048,41.2104,42.336
1,cell1303_06_model_cm_0_52[0].dend[8],0.300,-85.3687,-80.6125,-76.8203,331.523,910.941,1335.26,126.197,86.2397,58.4164
0,cell1303_06_model_cm_0_52[0].dend[8],0.300,-85.3435,-80.3624,0,341.324,937.866,0,126.197,86.2397,58.4164
1,cell1303_06_model_cm_0_52[0].dend[8],0.500,-85.3901,-78.0816,-74.4818,323.566,1219.72,1635.6,172.288,131.208,74.4969
0,cell1303_06_model_cm_0_52[0].dend[8],0.500,-85.3664,-77.7227,0,332.85,1254.71,0,172.288,131.208,74.4969
1,cell1303_06_model_cm_0_52[0].dend[8],0.700,-85.4084,-75.6582,-72.1965,316.346,1517.45,1925.19,218.535,176.441,90.5773
0,cell1303_06_model_cm_0_52[0].dend[8],0.700,-85.3862,-75.1969,0,325.156,1559.69,0,218.535,176.441,90.5773
1,cell1303_06_model_cm_0_52[0].dend[8],0.900,-85.4251,-73.3335,-69.9617,309.636,1805.38,2205.05,265.195,222.218,106.658
0,cell1303_06_model_cm_0_52[0].dend[8],0.900,-85.4041,-72.7806,0,317.998,1854.13,0,265.195,222.218,106.658
1,cell1303_06_model_cm_0_52[0].dend[8],1.000,-85.433,-72.2061,-68.8597,306.427,1946.32,2341.85,288.861,245.481,114.698
0,cell1303_06_model_cm_0_52[0].dend[8],1.000,-85.4126,-71.6137,0,314.572,1998.04,0,288.861,245.481,114.698
1,cell1303_06_model_cm_0_52[0].dend[9],0.500,-85.3793,-84.5419,-80.4589,336.792,451.096,888.657,60.7663,21.8679,33.2655
0,cell1303_06_model_cm_0_52[0].dend[9],0.500,-85.353,-84.4723,0,347.213,465.053,0,60.7663,21.8679,33.2655
1,cell1303_06_model_cm_0_52[0].dend[9],1.000,-85.4577,-84.1547,-80.1051,324.743,519.74,955.866,70.1945,27.864,42.5573
0,cell1303_06_model_cm_0_52[0].dend[9],1.000,-85.4355,-84.0668,0,334.745,535.747,0,70.1945,27.864,42.5573
1,cell1303_06_model_cm_0_52[0].dend[10],0.167,-85.5192,-82.4697,-78.4967,311.398,744.896,1175.22,101.816,53.6462,54.961
0,cell1303_06_model_cm_0_52[0].dend[10],0.167,-85.5004,-82.3003,0,320.804,767.39,0,101.816,53.6462,54.961
1,cell1303_06_model_cm_0_52[0].dend[10],0.500,-85.6201,-80.5022,-76.7077,289.124,1151.98,1574.61,160.145,87.0805,79.7686
0,cell1303_06_model_cm_0_52[0].dend[10],0.500,-85.6064,-80.2477,0,297.645,1185.92,0,160.145,87.0805,79.7686
1,cell1303_06_model_cm_0_52[0].dend[10],0.833,-85.6925,-79.9338,-76.3795,271.172,1516.22,1935.42,212.404,99.6652,104.576
0,cell1303_06_model_cm_0_52[0].dend[10],0.833,-85.6825,-79.6683,0,279.102,1560.55,0,212.404,99.6652,104.576
1,cell1303_06_model_cm_0_52[0].dend[10],1.000,-85.7161,-79.9337,-76.5813,263.512,1687.72,2106.43,236.672,100.878,116.98
0,cell1303_06_model_cm_0_52[0].dend[10],1.000,-85.7072,-79.6793,0,271.227,1737.12,0,236.672,100.878,116.98
1,cell1303_06_model_cm_0_52[0].dend[11],0.056,-85.7236,-79.2194,-75.908,259.217,1851.39,2267.09,261.462,114.699,126.953
0,cell1303_06_model_cm_0_52[0].dend[11],0.056,-85.7151,-78.9371,0,266.733,1905.05,0,261.462,114.699,126.953
1,cell1303_06_model_cm_0_52[0].dend[11],0.167,-85.7353,-77.9412,-74.7802,251.661,2172.54,2582.86,310.781,141.222,146.899
0,cell1303_06_model_cm_0_52[0].dend[11],0.167,-85.7274,-77.6154,0,258.836,2234.45,0,310.781,141.222,146.899
1,cell1303_06_model_cm_0_52[0].dend[11],0.278,-85.7442,-76.765,-73.852,245.175,2486.61,2892.26,359.766,167.026,166.844
0,cell1303_06_model_cm_0_52[0].dend[11],0.278,-85.7366,-76.4063,0,252.067,2556.47,0,359.766,167.026,166.844
1,cell1303_06_model_cm_0_52[0].dend[11],0.389,-85.7513,-75.5516,-72.9291,239.488,2795.67,3196.96,408.837,193.555,186.79
0,cell1303_06_model_cm_0_52[0].dend[11],0.389,-85.744,-75.159,0,246.133,2873.2,0,408.837,193.555,186.79
1,cell1303_06_model_cm_0_52[0].dend[11],0.500,-85.7573,-74.2333,-71.846,234.359,3100.58,3497.47,458.415,222.049,206.736
0,cell1303_06_model_cm_0_52[0].dend[11],0.500,-85.7503,-73.7989,0,240.774,3185.41,0,458.415,222.049,206.736
1,cell1303_06_model_cm_0_52[0].dend[11],0.611,-85.7627,-72.8073,-70.5528,229.57,3401.1,3793.22,508.927,253.357,226.682
0,cell1303_06_model_cm_0_52[0].dend[11],0.611,-85.7559,-72.323,0,235.757,3492.7,0,508.927,253.357,226.682
1,cell1303_06_model_cm_0_52[0].dend[11],0.722,-85.7678,-71.2939,-69.0795,224.924,3695.91,4082.59,560.804,287.981,246.628
0,cell1303_06_model_cm_0_52[0].dend[11],0.722,-85.7613,-70.7546,0,230.867,3793.5,0,560.804,287.981,246.628
1,cell1303_06_model_cm_0_52[0].dend[11],0.833,-85.7728,-69.7157,-67.4675,220.247,3982.89,4363.16,614.492,326.229,266.573
0,cell1303_06_model_cm_0_52[0].dend[11],0.833,-85.7666,-69.1206,0,225.919,4085.39,0,614.492,326.229,266.573
1,cell1303_06_model_cm_0_52[0].dend[11],0.944,-85.778,-68.0871,-65.7445,215.414,4259.66,4632.4,670.451,368.429,286.519
0,cell1303_06_model_cm_0_52[0].dend[11],0.944,-85.7721,-67.437,0,220.785,4365.78,0,670.451,368.429,286.519
1,cell1303_06_model_cm_0_52[0].dend[11],1.000,-85.7808,-67.2561,-64.8367,212.864,4393.65,4761.99,699.807,391.394,296.492
0,cell1303_06_model_cm_0_52[0].dend[11],1.000,-85.775,-66.5804,0,218.069,4501,0,699.807,391.394,296.492
1,cell1303_06_model_cm_0_52[0].dend[12],0.038,-85.725,-79.4568,-76.1262,259.442,1813.06,2229.8,255.418,108.926,126.516
0,cell1303_06_model_cm_0_52[0].dend[12],0.038,-85.7165,-79.1827,0,266.991,1865.79,0,255.418,108.926,126.516
1,cell1303_06_model_cm_0_52[0].dend[12],0.115,-85.7395,-78.6382,-75.3745,252.125,2059.44,2472.71,292.523,123.326,145.588
0,cell1303_06_model_cm_0_52[0].dend[12],0.115,-85.7316,-78.3328,0,259.383,2118.7,0,292.523,123.326,145.588
1,cell1303_06_model_cm_0_52[0].dend[12],0.192,-85.7506,-77.979,-74.8217,245.712,2300.73,2711.12,329.048,135.7,164.66
0,cell1303_06_model_cm_0_52[0].dend[12],0.192,-85.7432,-77.6527,0,252.728,2366.39,0,329.048,135.7,164.66
1,cell1303_06_model_cm_0_52[0].dend[12],0.269,-85.7593,-77.4228,-74.4075,240.048,2538.76,2946.69,365.257,146.869,183.732
0,cell1303_06_model_cm_0_52[0].dend[12],0.269,-85.7522,-77.0828,0,246.858,2610.75,0,365.257,146.869,183.732
1,cell1303_06_model_cm_0_52[0].dend[12],0.346,-85.7663,-76.8931,-74.066,235.004,2774.94,3180.61,401.415,157.82,202.804
0,cell1303_06_model_cm_0_52[0].dend[12],0.346,-85.7594,-76.5448,0,241.634,2853.18,0,401.415,157.82,202.804
1,cell1303_06_model_cm_0_52[0].dend[12],0.423,-85.772,-76.3108,-73.7206,230.465,3010.25,3413.75,437.784,169.54,221.876
0,cell1303_06_model_cm_0_52[0].dend[12],0.423,-85.7653,-75.9533,0,236.934,3094.69,0,437.784,169.54,221.876
1,cell1303_06_model_cm_0_52[0].dend[12],0.500,-85.7768,-75.623,-73.2809,226.327,3245.34,3646.55,474.627,182.901,240.948
0,cell1303_06_model_cm_0_52[0].dend[12],0.500,-85.7703,-75.2499,0,232.644,3335.85,0,474.627,182.901,240.948
1,cell1303_06_model_cm_0_52[0].dend[12],0.577,-85.7811,-74.8176,-72.6698,222.491,3480.36,3879.05,512.212,198.591,260.02
0,cell1303_06_model_cm_0_52[0].dend[12],0.577,-85.7747,-74.4206,0,228.658,3576.77,0,512.212,198.591,260.02
1,cell1303_06_model_cm_0_52[0].dend[12],0.654,-85.7849,-73.9035,-71.8648,218.855,3715.01,4110.74,550.812,217.086,279.092
0,cell1303_06_model_cm_0_52[0].dend[12],0.654,-85.7788,-73.475,0,224.869,3817.02,0,550.812,217.086,279.092
1,cell1303_06_model_cm_0_52[0].dend[12],0.731,-85.7886,-72.8926,-70.8829,215.319,3948.42,4340.59,590.707,238.674,298.164
0,cell1303_06_model_cm_0_52[0].dend[12],0.731,-85.7826,-72.4275,0,221.166,4055.56,0,590.707,238.674,298.164
1,cell1303_06_model_cm_0_52[0].dend[12],0.808,-85.7922,-71.7948,-69.7472,211.779,4179.14,4566.98,632.187,263.523,317.236
0,cell1303_06_model_cm_0_52[0].dend[12],0.808,-85.7864,-71.2887,0,217.438,4290.74,0,632.187,263.523,317.236
1,cell1303_06_model_cm_0_52[0].dend[12],0.885,-85.7959,-70.6155,-68.4742,208.14,4405.33,4787.91,675.553,291.771,336.308
0,cell1303_06_model_cm_0_52[0].dend[12],0.885,-85.7903,-70.0657,0,213.586,4520.5,0,675.553,291.771,336.308
1,cell1303_06_model_cm_0_52[0].dend[12],0.962,-85.7997,-69.354,-67.0714,204.335,4625.12,5001.4,721.12,323.625,355.38
0,cell1303_06_model_cm_0_52[0].dend[12],0.962,-85.7943,-68.7585,0,209.539,4742.83,0,721.12,323.625,355.38
1,cell1303_06_model_cm_0_52[0].dend[12],1.000,-85.8017,-68.6914,-66.3145,202.315,4732.22,5104.78,745.169,341.176,364.916
0,cell1303_06_model_cm_0_52[0].dend[12],1.000,-85.7965,-68.073,0,207.385,4850.71,0,745.169,341.176,364.916
1,cell1303_06_model_cm_0_52[0].dend[13],0.167,-85.4875,-83.1252,-79.1218,318.989,655.313,1087.82,89.1595,43.9895,49.5126
0,cell1303_06_model_cm_0_52[0].dend[13],0.167,-85.4671,-82.9874,0,328.696,675.251,0,89.1595,43.9895,49.5126
1,cell1303_06_model_cm_0_52[0].dend[13],0.500,-85.5374,-81.4883,-77.6165,308.773,915.335,1341.71,126.196,72.1414,63.4234
0,cell1303_06_model_cm_0_52[0].dend[13],0.500,-85.5201,-81.2772,0,317.981,942.627,0,126.196,72.1414,63.4234
1,cell1303_06_model_cm_0_52[0].dend[13],0.833,-85.576,-80.3028,-76.5949,299.944,1163.14,1584.66,162.119,95.3289,77.3342
0,cell1303_06_model_cm_0_52[0].dend[13],0.833,-85.5609,-80.0455,0,308.754,1197.29,0,162.119,95.3289,77.3342
1,cell1303_06_model_cm_0_52[0].dend[13],1.000,-85.5915,-79.8261,-76.2114,295.989,1283.61,1703.06,179.757,105.479,84.2896
0,cell1303_06_model_cm_0_52[0].dend[13],1.000,-85.5773,-79.5524,0,304.63,1321.07,0,179.757,105.479,84.2896
1,cell1303_06_model_cm_0_52[0].dend[14],0.056,-85.619,-77.9539,-74.4347,286.904,1617.24,2029.52,230.328,139.261,95.0373
0,cell1303_06_model_cm_0_52[0].dend[14],0.056,-85.6064,-77.6013,0,295.077,1663.29,0,230.328,139.261,95.0373
1,cell1303_06_model_cm_0_52[0].dend[14],0.167,-85.6591,-75.1825,-71.9018,272.081,2246.48,2647.37,328.905,195.532,116.533
0,cell1303_06_model_cm_0_52[0].dend[14],0.167,-85.6486,-74.7276,0,279.543,2308.07,0,328.905,195.532,116.533
1,cell1303_06_model_cm_0_52[0].dend[14],0.278,-85.6852,-73.2524,-70.2572,260.396,2839.56,3231.86,424.752,241.21,138.028
0,cell1303_06_model_cm_0_52[0].dend[14],0.278,-85.6759,-72.7432,0,267.344,2915.29,0,424.752,241.21,138.028
1,cell1303_06_model_cm_0_52[0].dend[14],0.389,-85.7027,-71.6114,-68.9748,250.811,3408.47,3793.7,519.141,282.744,159.523
0,cell1303_06_model_cm_0_52[0].dend[14],0.389,-85.6942,-71.072,0,257.359,3497.41,0,519.141,282.744,159.523
1,cell1303_06_model_cm_0_52[0].dend[14],0.500,-85.7155,-69.8301,-67.5747,242.571,3958.87,4337.57,613.328,325.709,181.019
0,cell1303_06_model_cm_0_52[0].dend[14],0.500,-85.7075,-69.2552,0,248.777,4060.09,0,613.328,325.709,181.019
1,cell1303_06_model_cm_0_52[0].dend[14],0.611,-85.7258,-67.781,-65.7814,235.079,4491.32,4863.19,708.565,374.093,202.514
0,cell1303_06_model_cm_0_52[0].dend[14],0.611,-85.7182,-67.1488,0,240.955,4603.53,0,708.565,374.093,202.514
1,cell1303_06_model_cm_0_52[0].dend[14],0.722,-85.7351,-65.5354,-63.6398,227.829,5001.83,5365.84,806.116,430.227,224.009
0,cell1303_06_model_cm_0_52[0].dend[14],0.722,-85.728,-64.8324,0,233.353,5123.02,0,806.116,430.227,224.009
1,cell1303_06_model_cm_0_52[0].dend[14],0.833,-85.7444,-63.196,-61.2897,220.403,5482.74,5837.24,907.279,495.304,245.505
0,cell1303_06_model_cm_0_52[0].dend[14],0.833,-85.7377,-62.4206,0,225.525,5610.04,0,907.279,495.304,245.505
1,cell1303_06_model_cm_0_52[0].dend[14],0.944,-85.7541,-60.8339,-58.8311,212.535,5925.48,6268.48,1013.4,570.238,267
0,cell1303_06_model_cm_0_52[0].dend[14],0.944,-85.748,-59.9942,0,217.2,6055.42,0,1013.4,570.238,267
1,cell1303_06_model_cm_0_52[0].dend[14],1.000,-85.7594,-59.6644,-57.5774,208.275,6129.14,6465.28,1069.64,612.391,277.748
0,cell1303_06_model_cm_0_52[0].dend[14],1.000,-85.7536,-58.8001,0,212.691,6258.97,0,1069.64,612.391,277.748
1,cell1303_06_model_cm_0_52[0].dend[15],0.071,-85.6076,-78.1373,-74.6461,289.163,1565.47,1978.35,222.638,139.491,93.0606
0,cell1303_06_model_cm_0_52[0].dend[15],0.071,-85.5945,-77.7963,0,297.418,1610.14,0,222.638,139.491,93.0606
1,cell1303_06_model_cm_0_52[0].dend[15],0.214,-85.6315,-75.2244,-72.0553,277.496,2103.5,2504.93,307.577,204.921,110.602
0,cell1303_06_model_cm_0_52[0].dend[15],0.214,-85.6198,-74.7828,0,285.113,2161.21,0,307.577,204.921,110.602
1,cell1303_06_model_cm_0_52[0].dend[15],0.357,-85.6487,-72.5522,-69.7309,267.678,2613.56,3005.05,391.779,268.994,128.144
0,cell1303_06_model_cm_0_52[0].dend[15],0.357,-85.638,-72.0266,0,274.774,2682.82,0,391.779,268.994,128.144
