Spine,shaft_name,shaft_x,max_soma_v,max_shaft_v,max_spine_v,soma_v_integ,shaft_v_integ,spine_v_integ,ir_shaft,z_shaft,dist_shaft
1,cell0603_08_model_cm_0_45[0].dend[3],0.500,-85.5829,-74.3178,-71.6358,331.902,2426.53,2825.29,357.085,228.888,158.064
0,cell0603_08_model_cm_0_45[0].dend[3],0.500,-85.5705,-73.8648,0,340.971,2492.82,0,357.085,228.888,158.064
1,cell0603_08_model_cm_0_45[0].dend[3],0.611,-85.5917,-72.7929,-70.2322,325.555,2695.4,3088.95,401.88,263.218,177.935
0,cell0603_08_model_cm_0_45[0].dend[3],0.611,-85.5798,-72.2854,0,334.291,2767.71,0,401.88,263.218,177.935
1,cell0603_08_model_cm_0_45[0].dend[3],0.722,-85.6,-71.243,-68.7388,319.456,2958.34,3346.31,447.404,299.243,197.806
0,cell0603_08_model_cm_0_45[0].dend[3],0.722,-85.5886,-70.6798,0,327.852,3036.07,0,447.404,299.243,197.806
1,cell0603_08_model_cm_0_45[0].dend[3],0.833,-85.6081,-69.6844,-67.1849,313.446,3214.69,3596.53,493.939,337.193,217.677
0,cell0603_08_model_cm_0_45[0].dend[3],0.833,-85.5972,-69.0674,0,321.486,3297.12,0,493.939,337.193,217.677
1,cell0603_08_model_cm_0_45[0].dend[3],0.944,-85.6162,-68.1272,-65.5896,307.418,3463.71,3838.79,541.77,377.318,237.548
0,cell0603_08_model_cm_0_45[0].dend[3],0.944,-85.6058,-67.4605,0,315.083,3550.03,0,541.77,377.318,237.548
1,cell0603_08_model_cm_0_45[0].dend[3],1.000,-85.6203,-67.3499,-64.7728,304.34,3585.51,3956.84,566.481,398.464,247.484
0,cell0603_08_model_cm_0_45[0].dend[3],1.000,-85.6102,-66.6602,0,311.806,3673.44,0,566.481,398.464,247.484
1,cell0603_08_model_cm_0_45[0].dend[4],0.500,-85.3848,-85.0274,-80.965,406.516,462.5,901.607,62.0292,14.4206,27.289
0,cell0603_08_model_cm_0_45[0].dend[4],0.500,-85.3609,-84.9839,0,419.165,476.891,0,62.0292,14.4206,27.289
1,cell0603_08_model_cm_0_45[0].dend[4],1.000,-85.39,-84.9963,-80.9362,405.569,467.175,906.167,62.6698,14.9047,29.9889
0,cell0603_08_model_cm_0_45[0].dend[4],1.000,-85.3665,-84.9513,0,418.184,481.705,0,62.6698,14.9047,29.9889
1,cell0603_08_model_cm_0_45[0].dend[5],0.033,-85.42,-83.656,-79.603,397.508,628.042,1062.38,85.0551,34.8717,39.5462
0,cell0603_08_model_cm_0_45[0].dend[5],0.033,-85.3984,-83.5428,0,409.677,647.268,0,85.0551,34.8717,39.5462
1,cell0603_08_model_cm_0_45[0].dend[5],0.100,-85.4697,-81.444,-77.5434,383.212,934.025,1360.5,128.689,71.1353,58.6608
0,cell0603_08_model_cm_0_45[0].dend[5],0.100,-85.4512,-81.2288,0,394.638,961.871,0,128.689,71.1353,58.6608
1,cell0603_08_model_cm_0_45[0].dend[5],0.167,-85.5073,-79.8091,-76.0738,371.063,1223.91,1644.04,171.087,101.52,77.7754
0,cell0603_08_model_cm_0_45[0].dend[5],0.167,-85.4911,-79.5265,0,381.9,1259.65,0,171.087,101.52,77.7754
1,cell0603_08_model_cm_0_45[0].dend[5],0.233,-85.5355,-78.5725,-75.0073,360.628,1501.75,1916.69,212.491,127.282,96.89
0,cell0603_08_model_cm_0_45[0].dend[5],0.233,-85.5208,-78.2435,0,370.99,1544.89,0,212.491,127.282,96.89
1,cell0603_08_model_cm_0_45[0].dend[5],0.300,-85.5566,-77.5949,-74.2126,351.567,1770.57,2181.14,253.136,149.787,116.005
0,cell0603_08_model_cm_0_45[0].dend[5],0.300,-85.5429,-77.2355,0,361.538,1820.76,0,253.136,149.787,116.005
1,cell0603_08_model_cm_0_45[0].dend[5],0.367,-85.5728,-76.7584,-73.5834,343.608,2032.59,2439.38,293.252,170.328,135.119
0,cell0603_08_model_cm_0_45[0].dend[5],0.367,-85.5598,-76.3788,0,353.248,2089.59,0,293.252,170.328,135.119
1,cell0603_08_model_cm_0_45[0].dend[5],0.433,-85.5855,-75.955,-73.0221,336.53,2289.46,2692.85,333.07,190.062,154.234
0,cell0603_08_model_cm_0_45[0].dend[5],0.433,-85.5731,-75.5598,0,345.882,2353.07,0,333.07,190.062,154.234
1,cell0603_08_model_cm_0_45[0].dend[5],0.500,-85.5959,-75.103,-72.4309,330.146,2542.33,2942.48,372.814,209.975,173.348
0,cell0603_08_model_cm_0_45[0].dend[5],0.500,-85.5839,-74.6899,0,339.239,2612.33,0,372.814,209.975,173.348
1,cell0603_08_model_cm_0_45[0].dend[5],0.567,-85.6047,-74.1666,-71.7278,324.293,2791.88,3188.81,412.712,230.842,192.463
0,cell0603_08_model_cm_0_45[0].dend[5],0.567,-85.593,-73.7293,0,333.144,2868.05,0,412.712,230.842,192.463
1,cell0603_08_model_cm_0_45[0].dend[5],0.633,-85.6124,-73.1465,-70.8774,318.824,3038.37,3431.91,452.989,253.232,211.577
0,cell0603_08_model_cm_0_45[0].dend[5],0.633,-85.6011,-72.6785,0,327.438,3120.43,0,452.989,253.232,211.577
1,cell0603_08_model_cm_0_45[0].dend[5],0.700,-85.6194,-72.057,-69.8885,313.603,3281.63,3671.48,493.877,277.528,230.692
0,cell0603_08_model_cm_0_45[0].dend[5],0.700,-85.6084,-71.5527,0,321.974,3369.2,0,493.877,277.528,230.692
1,cell0603_08_model_cm_0_45[0].dend[5],0.767,-85.6261,-70.9129,-68.7851,308.501,3521.1,3906.79,535.606,303.977,249.807
0,cell0603_08_model_cm_0_45[0].dend[5],0.767,-85.6155,-70.37,0,316.615,3613.67,0,535.606,303.977,249.807
1,cell0603_08_model_cm_0_45[0].dend[5],0.833,-85.6327,-69.7274,-67.5896,303.403,3755.84,4136.78,578.415,332.75,268.921
0,cell0603_08_model_cm_0_45[0].dend[5],0.833,-85.6224,-69.1445,0,311.238,3852.8,0,578.415,332.75,268.921
1,cell0603_08_model_cm_0_45[0].dend[5],0.900,-85.6394,-68.508,-66.3165,298.214,3984.77,4360.27,622.547,364.014,288.036
0,cell0603_08_model_cm_0_45[0].dend[5],0.900,-85.6295,-67.8844,0,305.744,4085.34,0,622.547,364.014,288.036
1,cell0603_08_model_cm_0_45[0].dend[5],0.967,-85.6462,-67.2541,-64.9719,292.874,4206.89,4576.2,668.253,397.997,307.15
0,cell0603_08_model_cm_0_45[0].dend[5],0.967,-85.6367,-66.5907,0,300.073,4310.24,0,668.253,397.997,307.15
1,cell0603_08_model_cm_0_45[0].dend[5],1.000,-85.6498,-66.6134,-64.2674,290.094,4315.25,4681.06,692.023,416.268,316.708
0,cell0603_08_model_cm_0_45[0].dend[5],1.000,-85.6405,-65.9312,0,297.114,4419.63,0,692.023,416.268,316.708
1,cell0603_08_model_cm_0_45[0].dend[6],0.500,-85.3915,-84.9842,-80.9245,405.283,468.92,907.867,62.9092,15.0921,30.936
0,cell0603_08_model_cm_0_45[0].dend[6],0.500,-85.3681,-84.9385,0,417.887,483.502,0,62.9092,15.0921,30.936
1,cell0603_08_model_cm_0_45[0].dend[6],1.000,-85.393,-84.9721,-80.9129,404.998,470.663,909.566,63.1485,15.2791,31.8831
0,cell0603_08_model_cm_0_45[0].dend[6],1.000,-85.3696,-84.9259,0,417.591,485.298,0,63.1485,15.2791,31.8831
1,cell0603_08_model_cm_0_45[0].dend[7],0.500,-85.4008,-84.1883,-80.1551,401.181,562.686,998.885,75.9082,27.1437,39.36
0,cell0603_08_model_cm_0_45[0].dend[7],0.500,-85.3781,-84.1029,0,413.542,580.022,0,75.9082,27.1437,39.36
1,cell0603_08_model_cm_0_45[0].dend[7],1.000,-85.4079,-83.4069,-79.4425,397.56,653.305,1086.91,88.6147,39.3963,46.8369
0,cell0603_08_model_cm_0_45[0].dend[7],1.000,-85.3856,-83.2844,0,409.701,673.255,0,88.6147,39.3963,46.8369
1,cell0603_08_model_cm_0_45[0].dend[8],0.167,-85.4146,-82.3455,-78.4071,393.866,771.776,1201.83,105.497,55.8684,53.7108
0,cell0603_08_model_cm_0_45[0].dend[8],0.167,-85.3929,-82.172,0,405.747,795.054,0,105.497,55.8684,53.7108
1,cell0603_08_model_cm_0_45[0].dend[8],0.500,-85.427,-80.2526,-76.3924,386.956,1003.51,1426.65,139.33,89.2579,67.4586
0,cell0603_08_model_cm_0_45[0].dend[8],0.500,-85.4064,-79.9814,0,398.346,1033.05,0,139.33,89.2579,67.4586
1,cell0603_08_model_cm_0_45[0].dend[8],0.833,-85.4386,-78.2302,-74.4529,380.532,1228.79,1645.21,173.292,122.942,81.2063
0,cell0603_08_model_cm_0_45[0].dend[8],0.833,-85.4189,-77.8702,0,391.466,1264.09,0,173.292,122.942,81.2063
1,cell0603_08_model_cm_0_45[0].dend[8],1.000,-85.444,-77.2456,-73.5043,377.499,1339.44,1752.55,190.388,139.914,88.0802
0,cell0603_08_model_cm_0_45[0].dend[8],1.000,-85.4247,-76.8438,0,388.216,1377.46,0,190.388,139.914,88.0802
1,cell0603_08_model_cm_0_45[0].dend[9],0.500,-85.4155,-82.4335,-78.5498,393.479,766.662,1197.04,104.721,55.0495,56.2595
0,cell0603_08_model_cm_0_45[0].dend[9],0.500,-85.3939,-82.2658,0,405.364,789.816,0,104.721,55.0495,56.2595
1,cell0603_08_model_cm_0_45[0].dend[9],1.000,-85.4225,-81.4755,-77.6645,389.702,878.66,1305.88,120.867,70.8043,65.6822
0,cell0603_08_model_cm_0_45[0].dend[9],1.000,-85.4014,-81.2643,0,401.346,904.908,0,120.867,70.8043,65.6822
1,cell0603_08_model_cm_0_45[0].dend[10],0.500,-85.4397,-78.7079,-75.0126,380.116,1198.27,1616.22,168.382,117.502,85.1288
0,cell0603_08_model_cm_0_45[0].dend[10],0.500,-85.42,-78.3724,0,391.103,1232.9,0,168.382,117.502,85.1288
1,cell0603_08_model_cm_0_45[0].dend[10],1.000,-85.4548,-76.0255,-72.3959,371.647,1508.65,1917.29,216.749,165.247,104.575
0,cell0603_08_model_cm_0_45[0].dend[10],1.000,-85.4363,-75.5792,0,382.031,1550.79,0,216.749,165.247,104.575
1,cell0603_08_model_cm_0_45[0].dend[11],0.167,-85.4298,-80.3326,-76.5732,385.627,1011.23,1434.61,140.32,89.8537,73.6594
0,cell0603_08_model_cm_0_45[0].dend[11],0.167,-85.4093,-80.07,0,396.993,1041.03,0,140.32,89.8537,73.6594
1,cell0603_08_model_cm_0_45[0].dend[11],0.500,-85.4435,-78.1016,-74.4345,378.034,1270.25,1686.12,179.368,128.274,89.6138
0,cell0603_08_model_cm_0_45[0].dend[11],0.500,-85.424,-77.7408,0,388.88,1306.69,0,179.368,128.274,89.6138
1,cell0603_08_model_cm_0_45[0].dend[11],0.833,-85.456,-75.9499,-72.3596,370.991,1521.55,1930.09,218.654,167.07,105.568
0,cell0603_08_model_cm_0_45[0].dend[11],0.833,-85.4376,-75.4999,0,381.351,1564.03,0,218.654,167.07,105.568
1,cell0603_08_model_cm_0_45[0].dend[11],1.000,-85.4619,-74.9015,-71.3412,367.657,1644.88,2049.74,238.494,186.683,113.545
0,cell0603_08_model_cm_0_45[0].dend[11],1.000,-85.4439,-74.4099,0,377.786,1690.18,0,238.494,186.683,113.545
1,cell0603_08_model_cm_0_45[0].dend[12],0.500,-85.4075,-84.8419,-80.7772,402.322,489.485,927.893,65.7367,17.2704,36.7233
0,cell0603_08_model_cm_0_45[0].dend[12],0.500,-85.3849,-84.789,0,414.812,504.68,0,65.7367,17.2704,36.7233
1,cell0603_08_model_cm_0_45[0].dend[12],1.000,-85.4228,-84.7028,-80.64,399.371,510.421,948.307,68.6182,19.436,41.5635
0,cell0603_08_model_cm_0_45[0].dend[12],1.000,-85.4012,-84.6428,0,411.747,526.239,0,68.6182,19.436,41.5635
1,cell0603_08_model_cm_0_45[0].dend[13],0.500,-85.495,-83.1052,-79.1372,380.954,750.498,1182.49,102.137,45.2714,60.5933
0,cell0603_08_model_cm_0_45[0].dend[13],0.500,-85.4776,-82.9691,0,392.535,773.309,0,102.137,45.2714,60.5933
1,cell0603_08_model_cm_0_45[0].dend[13],1.000,-85.5425,-82.1823,-78.4538,365.534,975.002,1403.06,133.827,63.8382,79.6231
0,cell0603_08_model_cm_0_45[0].dend[13],1.000,-85.5275,-82.0146,0,376.52,1004.3,0,133.827,63.8382,79.6231
1,cell0603_08_model_cm_0_45[0].dend[14],0.500,-85.5679,-81.1741,-77.5982,355.073,1180.18,1604.39,163.399,81.5622,96.8283
0,cell0603_08_model_cm_0_45[0].dend[14],0.500,-85.5542,-80.9652,0,365.618,1215.22,0,163.399,81.5622,96.8283
1,cell0603_08_model_cm_0_45[0].dend[14],1.000,-85.5876,-80.33,-76.9407,346.019,1379.69,1800.7,192.425,97.1021,114.034
0,cell0603_08_model_cm_0_45[0].dend[14],1.000,-85.5747,-80.0894,0,356.2,1420.27,0,192.425,97.1021,114.034
1,cell0603_08_model_cm_0_45[0].dend[15],0.167,-85.5926,-79.2699,-75.8861,342.04,1520.37,1937.6,213.936,115.839,124.96
0,cell0603_08_model_cm_0_45[0].dend[15],0.167,-85.5801,-78.9815,0,351.97,1564.5,0,213.936,115.839,124.96
1,cell0603_08_model_cm_0_45[0].dend[15],0.500,-85.6019,-77.1049,-73.7427,334.662,1796.44,2206.07,257.424,155.107,146.813
0,cell0603_08_model_cm_0_45[0].dend[15],0.500,-85.59,-76.7214,0,344.112,1847.15,0,257.424,155.107,146.813
1,cell0603_08_model_cm_0_45[0].dend[15],0.833,-85.6106,-74.9374,-71.5948,327.804,2065.14,2467.06,301.557,196.12,168.666
0,cell0603_08_model_cm_0_45[0].dend[15],0.833,-85.5992,-74.464,0,336.794,2121.76,0,301.557,196.12,168.666
1,cell0603_08_model_cm_0_45[0].dend[15],1.000,-85.6147,-73.8601,-70.5145,324.524,2197.44,2595.34,324.097,217.333,179.593
0,cell0603_08_model_cm_0_45[0].dend[15],1.000,-85.6036,-73.3445,0,333.288,2256.76,0,324.097,217.333,179.593
1,cell0603_08_model_cm_0_45[0].dend[16],0.038,-85.5966,-79.8668,-76.5027,341.547,1493.02,1912.01,209.212,105.794,123.757
0,cell0603_08_model_cm_0_45[0].dend[16],0.038,-85.5841,-79.6084,0,351.533,1536.66,0,209.212,105.794,123.757
1,cell0603_08_model_cm_0_45[0].dend[16],0.115,-85.6118,-79.0353,-75.7439,333.438,1715.64,2130.96,242.494,122.01,143.205
0,cell0603_08_model_cm_0_45[0].dend[16],0.115,-85.6,-78.7469,0,343.077,1765.22,0,242.494,122.01,143.205
1,cell0603_08_model_cm_0_45[0].dend[16],0.192,-85.6242,-78.3052,-75.1323,326.243,1933.41,2345.53,275.36,137.035,162.652
0,cell0603_08_model_cm_0_45[0].dend[16],0.192,-85.6129,-77.9942,0,335.585,1988.76,0,275.36,137.035,162.652
1,cell0603_08_model_cm_0_45[0].dend[16],0.269,-85.6343,-77.6246,-74.6162,319.814,2147.65,2556.9,307.987,151.534,182.1
0,cell0603_08_model_cm_0_45[0].dend[16],0.269,-85.6234,-77.2958,0,328.897,2208.64,0,307.987,151.534,182.1
1,cell0603_08_model_cm_0_45[0].dend[16],0.346,-85.6428,-76.9351,-74.1321,314.018,2359.36,2765.92,340.55,166.171,201.548
0,cell0603_08_model_cm_0_45[0].dend[16],0.346,-85.6322,-76.5901,0,322.871,2425.86,0,340.55,166.171,201.548
1,cell0603_08_model_cm_0_45[0].dend[16],0.423,-85.6501,-76.1945,-73.609,308.736,2569.21,2973.16,373.224,181.535,220.995
0,cell0603_08_model_cm_0_45[0].dend[16],0.423,-85.6398,-75.8304,0,317.378,2641.11,0,373.224,181.535,220.995
1,cell0603_08_model_cm_0_45[0].dend[16],0.500,-85.6564,-75.3857,-72.9868,303.859,2777.64,3178.89,406.183,198.102,240.443
0,cell0603_08_model_cm_0_45[0].dend[16],0.500,-85.6464,-74.9973,0,312.3,2854.77,0,406.183,198.102,240.443
1,cell0603_08_model_cm_0_45[0].dend[16],0.577,-85.6622,-74.5085,-72.2392,299.283,2984.74,3383.11,439.604,216.219,259.89
0,cell0603_08_model_cm_0_45[0].dend[16],0.577,-85.6523,-74.0908,0,307.526,3066.91,0,439.604,216.219,259.89
1,cell0603_08_model_cm_0_45[0].dend[16],0.654,-85.6675,-73.5694,-71.3701,294.909,3190.36,3585.54,473.668,236.125,279.338
0,cell0603_08_model_cm_0_45[0].dend[16],0.654,-85.6579,-73.1183,0,302.948,3277.29,0,473.668,236.125,279.338
1,cell0603_08_model_cm_0_45[0].dend[16],0.731,-85.6725,-72.5758,-70.3942,290.64,3394.03,3785.58,508.556,257.972,298.785
0,cell0603_08_model_cm_0_45[0].dend[16],0.731,-85.6632,-72.0889,0,298.463,3485.35,0,508.556,257.972,298.785
1,cell0603_08_model_cm_0_45[0].dend[16],0.808,-85.6776,-71.535,-69.3263,286.388,3595.05,3982.43,544.455,281.874,318.233
0,cell0603_08_model_cm_0_45[0].dend[16],0.808,-85.6685,-71.01,0,293.976,3690.26,0,544.455,281.874,318.233
1,cell0603_08_model_cm_0_45[0].dend[16],0.885,-85.6826,-70.4507,-68.1767,282.077,3792.56,4175.15,581.559,307.946,337.68
0,cell0603_08_model_cm_0_45[0].dend[16],0.885,-85.6739,-69.887,0,289.408,3891.09,0,581.559,307.946,337.68
1,cell0603_08_model_cm_0_45[0].dend[16],0.962,-85.6878,-69.3223,-66.9494,277.656,3985.81,4362.91,620.066,336.358,357.128
0,cell0603_08_model_cm_0_45[0].dend[16],0.962,-85.6794,-68.7198,0,284.707,4086.98,0,620.066,336.358,357.128
1,cell0603_08_model_cm_0_45[0].dend[16],1.000,-85.6905,-68.7405,-66.3008,275.361,4080.81,4454.8,640.124,351.642,366.852
0,cell0603_08_model_cm_0_45[0].dend[16],1.000,-85.6822,-68.1192,0,282.261,4183.02,0,640.124,351.642,366.852
1,cell0603_08_model_cm_0_45[0].dend[17],0.056,-85.5497,-81.4226,-77.7513,361.195,1094.01,1519.18,151.147,77.9319,88.7296
0,cell0603_08_model_cm_0_45[0].dend[17],0.056,-85.5352,-81.2223,0,371.948,1126.57,0,151.147,77.9319,88.7296
1,cell0603_08_model_cm_0_45[0].dend[17],0.167,-85.562,-80.0061,-76.5105,353.377,1327.12,1746.94,185.626,105.831,106.943
0,cell0603_08_model_cm_0_45[0].dend[17],0.167,-85.5482,-79.7501,0,363.714,1365.93,0,185.626,105.831,106.943
1,cell0603_08_model_cm_0_45[0].dend[17],0.278,-85.5723,-78.6669,-75.3887,346.438,1554.36,1969.29,219.92,133.484,125.156
0,cell0603_08_model_cm_0_45[0].dend[17],0.278,-85.559,-78.3618,0,356.412,1599.1,0,219.92,133.484,125.156
1,cell0603_08_model_cm_0_45[0].dend[17],0.389,-85.5812,-77.343,-74.2695,340.187,1776.85,2187.16,254.192,161.294,143.369
0,cell0603_08_model_cm_0_45[0].dend[17],0.389,-85.5684,-76.9897,0,349.834,1827.22,0,254.192,161.294,143.369
1,cell0603_08_model_cm_0_45[0].dend[17],0.500,-85.5891,-76.0072,-73.0904,334.453,1995.28,2401.05,288.602,189.613,161.582
0,cell0603_08_model_cm_0_45[0].dend[17],0.500,-85.5767,-75.604,0,343.795,2051,0,288.602,189.613,161.582
1,cell0603_08_model_cm_0_45[0].dend[17],0.611,-85.5963,-74.6551,-71.8412,329.086,2209.97,2611.11,323.313,218.698,179.795
0,cell0603_08_model_cm_0_45[0].dend[17],0.611,-85.5843,-74.2006,0,338.131,2270.7,0,323.313,218.698,179.795
1,cell0603_08_model_cm_0_45[0].dend[17],0.722,-85.6032,-73.2934,-70.5334,323.955,2420.94,2817.23,358.487,248.727,198.008
0,cell0603_08_model_cm_0_45[0].dend[17],0.722,-85.5916,-72.7875,0,332.703,2486.29,0,358.487,248.727,198.008
1,cell0603_08_model_cm_0_45[0].dend[17],0.833,-85.6097,-71.9295,-69.1826,318.956,2628.02,3019.12,394.29,279.842,216.221
0,cell0603_08_model_cm_0_45[0].dend[17],0.833,-85.5986,-71.3738,0,327.397,2697.55,0,394.29,279.842,216.221
1,cell0603_08_model_cm_0_45[0].dend[17],0.944,-85.6162,-70.5692,-67.8009,314.012,2830.98,3216.47,430.891,312.196,234.434
0,cell0603_08_model_cm_0_45[0].dend[17],0.944,-85.6055,-69.9666,0,322.138,2904.2,0,430.891,312.196,234.434
1,cell0603_08_model_cm_0_45[0].dend[17],1.000,-85.6195,-69.8902,-67.0948,311.529,2931.12,3313.57,449.676,329.001,243.541
0,cell0603_08_model_cm_0_45[0].dend[17],1.000,-85.6089,-69.2658,0,319.49,3005.99,0,449.676,329.001,243.541
1,cell0603_08_model_cm_0_45[0].dend[18],0.500,-85.4553,-83.9684,-79.9435,391.605,613.015,1048.25,82.856,30.9872,53.7213
0,cell0603_08_model_cm_0_45[0].dend[18],0.500,-85.4357,-83.8724,0,403.636,631.846,0,82.856,30.9872,53.7213
1,cell0603_08_model_cm_0_45[0].dend[18],1.000,-85.4812,-83.3666,-79.4121,384.56,713.006,1145.96,96.8339,41.3882,65.8792
0,cell0603_08_model_cm_0_45[0].dend[18],1.000,-85.4632,-83.244,0,396.289,734.749,0,96.8339,41.3882,65.8792
1,cell0603_08_model_cm_0_45[0].dend[19],0.038,-85.4991,-82.432,-78.5265,378.248,845.965,1275.54,115.741,56.5529,75.9392
0,cell0603_08_model_cm_0_45[0].dend[19],0.038,-85.4822,-82.2654,0,389.655,871.473,0,115.741,56.5529,75.9392
