NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	110322_Cl3_Cl1_1to5	apic	46	0.166666666667	apic	31	0.3	apic	46	0.166666666667	apic	46	0.5	apic	31	0.3	0.3	1.8	0.001266	138.582	0.001461
5	110322_Cl3_Cl1_1to5	apic	46	0.166666666667	apic	31	0.1	apic	31	0.3	apic	31	0.3	apic	46	0.5	0.3	1.8	0.001273	138.596	0.001461
5	110322_Cl3_Cl1_1to5	apic	46	0.5	apic	23	0.5	apic	46	0.5	apic	30	1.0	apic	46	0.5	0.3	1.8	0.001219	138.584	0.001478
5	110322_Cl3_Cl1_1to5	apic	46	0.5	apic	31	0.3	apic	31	0.1	apic	46	0.166666666667	apic	23	0.5	0.3	1.8	0.001207	138.619	0.001486
5	110322_Cl3_Cl1_1to5	apic	30	1.0	apic	46	0.5	apic	46	0.5	apic	23	1.0	apic	23	1.0	0.3	1.8	0.001213	138.552	0.001501
5	110322_Cl3_Cl1_1to5	apic	31	0.3	apic	31	0.3	apic	23	0.5	apic	30	1.0	apic	46	0.5	0.3	1.8	0.001223	138.558	0.001477
5	110322_Cl3_Cl1_1to5	apic	31	0.1	apic	23	1.0	apic	31	0.1	apic	46	0.166666666667	apic	46	0.5	0.3	1.8	0.001204	138.553	0.001483
5	110322_Cl3_Cl1_1to5	apic	46	0.166666666667	apic	46	0.166666666667	apic	31	0.3	apic	31	0.3	apic	31	0.1	0.3	1.8	0.001261	138.583	0.001473
5	110322_Cl3_Cl1_1to5	apic	30	1.0	apic	23	0.5	apic	31	0.1	apic	23	1.0	apic	30	1.0	0.3	1.8	0.001161	138.658	0.001522
5	110322_Cl3_Cl1_1to5	apic	46	0.5	apic	31	0.3	apic	31	0.3	apic	23	1.0	apic	46	0.5	0.3	1.8	0.001263	138.460	0.001482
5	110322_Cl3_Cl1_1to5	apic	23	0.5	apic	46	0.5	apic	46	0.5	apic	31	0.3	apic	31	0.1	0.3	1.8	0.001224	138.558	0.001470
5	110322_Cl3_Cl1_1to5	apic	46	0.5	apic	46	0.166666666667	apic	30	1.0	apic	30	1.0	apic	30	1.0	0.3	1.8	0.001191	138.659	0.001509
5	110322_Cl3_Cl1_1to5	apic	31	0.3	apic	46	0.5	apic	46	0.5	apic	23	1.0	apic	46	0.166666666667	0.3	1.8	0.001234	138.587	0.001482
5	110322_Cl3_Cl1_1to5	apic	30	1.0	apic	31	0.3	apic	23	0.5	apic	23	1.0	apic	23	0.5	0.3	1.8	0.001184	138.663	0.001516
5	110322_Cl3_Cl1_1to5	apic	31	0.3	apic	31	0.3	apic	31	0.1	apic	23	0.5	apic	46	0.5	0.3	1.8	0.001243	138.585	0.001470
5	110322_Cl3_Cl1_1to5	apic	46	0.166666666667	apic	30	1.0	apic	23	1.0	apic	23	1.0	apic	46	0.5	0.3	1.8	0.001197	138.604	0.001495
