NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	081212_5to1	apic	17	0.136363636364	dend	58	0.5	apic	22	1.0	apic	16	0.115384615385	dend	58	0.5	0.3	1.8	0.000349	255.514	0.001458
5	081212_5to1	apic	9	0.9	apic	3	1.0	apic	30	1.0	apic	3	1.0	dend	58	0.5	0.3	1.8	0.000338	255.649	0.001473
5	081212_5to1	apic	4	0.0454545454545	apic	3	1.0	apic	17	0.0454545454545	apic	22	1.0	apic	10	0.0454545454545	0.3	1.8	0.000339	255.638	0.001472
5	081212_5to1	apic	17	0.136363636364	apic	30	1.0	apic	15	1.0	apic	9	0.9	apic	3	1.0	0.3	1.8	0.000347	255.530	0.001460
5	081212_5to1	apic	3	1.0	apic	9	0.9	apic	16	0.0384615384615	apic	11	0.0454545454545	apic	22	1.0	0.3	1.8	0.000341	255.554	0.001472
5	081212_5to1	apic	11	0.0454545454545	apic	9	1.0	apic	4	0.0454545454545	dend	58	0.5	apic	11	0.0454545454545	0.3	1.8	0.000341	255.576	0.001478
5	081212_5to1	apic	4	0.136363636364	apic	9	1.0	apic	17	0.0454545454545	apic	22	1.0	apic	4	0.136363636364	0.3	1.8	0.000345	255.504	0.001463
5	081212_5to1	apic	5	0.5	apic	11	0.0454545454545	apic	16	0.0384615384615	apic	30	1.0	apic	16	0.115384615385	0.3	1.8	0.000352	255.503	0.001452
5	081212_5to1	apic	30	0.5	apic	16	0.0384615384615	apic	15	1.0	apic	17	0.136363636364	apic	15	1.0	0.3	1.8	0.000361	255.507	0.001452
5	081212_5to1	apic	30	1.0	apic	4	0.0454545454545	apic	30	0.5	apic	10	0.0454545454545	apic	15	1.0	0.3	1.8	0.000351	255.644	0.001453
5	081212_5to1	apic	9	1.0	apic	17	0.136363636364	apic	5	0.5	apic	4	0.0454545454545	apic	30	1.0	0.3	1.8	0.000347	255.506	0.001457
5	081212_5to1	apic	17	0.0454545454545	dend	58	0.5	apic	30	0.5	apic	22	1.0	apic	9	1.0	0.3	1.8	0.000347	255.532	0.001458
5	081212_5to1	apic	9	0.9	apic	17	0.0454545454545	apic	4	0.136363636364	apic	16	0.115384615385	apic	5	0.5	0.3	1.8	0.000343	255.509	0.001467
5	081212_5to1	dend	58	0.5	apic	17	0.136363636364	apic	30	0.5	apic	11	0.0454545454545	apic	22	1.0	0.3	1.8	0.000349	255.514	0.001452
5	081212_5to1	apic	9	0.9	apic	11	0.0454545454545	apic	16	0.115384615385	apic	17	0.136363636364	apic	9	0.9	0.3	1.8	0.000351	255.310	0.001466
5	081212_5to1	apic	3	1.0	dend	58	0.5	apic	4	0.0454545454545	apic	15	1.0	apic	3	1.0	0.3	1.8	0.000333	255.550	0.001485
5	081212_5to1	apic	5	0.5	apic	17	0.0454545454545	apic	17	0.136363636364	apic	17	0.136363636364	apic	9	1.0	0.3	1.8	0.000352	255.482	0.001461
5	081212_5to1	apic	15	1.0	apic	4	0.0454545454545	apic	11	0.0454545454545	apic	16	0.115384615385	apic	30	1.0	0.3	1.8	0.000350	255.537	0.001454
5	081212_5to1	apic	9	1.0	apic	30	0.5	apic	30	1.0	apic	11	0.0454545454545	apic	3	1.0	0.3	1.8	0.000351	255.694	0.001456
5	081212_5to1	apic	17	0.136363636364	apic	4	0.136363636364	apic	4	0.0454545454545	apic	5	0.5	apic	5	0.5	0.3	1.8	0.000347	255.504	0.001469
5	081212_5to1	dend	58	0.5	apic	9	1.0	apic	17	0.136363636364	apic	4	0.0454545454545	apic	11	0.0454545454545	0.3	1.8	0.000339	255.448	0.001473
5	081212_5to1	apic	16	0.0384615384615	apic	16	0.0384615384615	apic	17	0.0454545454545	apic	22	1.0	apic	30	1.0	0.3	1.8	0.000362	255.680	0.001447
5	081212_5to1	apic	30	0.5	apic	22	1.0	apic	3	1.0	apic	4	0.136363636364	apic	9	1.0	0.3	1.8	0.000345	255.629	0.001465
5	081212_5to1	apic	11	0.0454545454545	apic	9	0.9	apic	30	1.0	apic	9	0.9	apic	15	1.0	0.3	1.8	0.000351	255.504	0.001463
5	081212_5to1	apic	5	0.5	apic	17	0.136363636364	apic	5	0.5	apic	11	0.0454545454545	dend	58	0.5	0.3	1.8	0.000340	255.488	0.001469
5	081212_5to1	apic	30	0.5	apic	9	1.0	apic	3	1.0	apic	16	0.115384615385	apic	15	1.0	0.3	1.8	0.000345	255.575	0.001461
5	081212_5to1	apic	4	0.0454545454545	apic	16	0.115384615385	apic	11	0.0454545454545	apic	17	0.136363636364	apic	16	0.0384615384615	0.3	1.8	0.000349	255.320	0.001462
5	081212_5to1	apic	4	0.136363636364	apic	10	0.0454545454545	apic	9	1.0	apic	5	0.5	apic	30	1.0	0.3	1.8	0.000348	255.511	0.001461
5	081212_5to1	apic	11	0.0454545454545	apic	9	1.0	apic	22	1.0	apic	10	0.0454545454545	apic	22	1.0	0.3	1.8	0.000353	255.649	0.001461
5	081212_5to1	apic	17	0.0454545454545	apic	17	0.136363636364	apic	30	0.5	apic	22	1.0	apic	3	1.0	0.3	1.8	0.000352	255.539	0.001457
5	081212_5to1	apic	4	0.0454545454545	apic	4	0.136363636364	apic	3	1.0	apic	16	0.0384615384615	apic	3	1.0	0.3	1.8	0.000341	255.573	0.001479
5	081212_5to1	apic	5	0.5	apic	15	1.0	apic	17	0.0454545454545	apic	9	1.0	apic	22	1.0	0.3	1.8	0.000343	255.600	0.001465
