NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	081212_2to3	dend	58	0.5	apic	3	0.833333333333	apic	22	0.5	apic	17	0.0454545454545	apic	11	0.0454545454545	0.3	1.8	0.000281	242.518	0.000341
5	081212_2to3	dend	15	0.166666666667	apic	22	0.5	dend	15	0.166666666667	apic	3	1.0	apic	17	0.0454545454545	0.3	1.8	0.000281	242.505	0.000330
5	081212_2to3	dend	14	1.0	apic	15	1.0	apic	11	0.0454545454545	apic	11	0.0454545454545	apic	9	1.0	0.3	1.8	0.000286	242.435	0.000332
5	081212_2to3	apic	3	0.833333333333	apic	9	0.7	apic	22	0.5	dend	15	0.166666666667	apic	22	0.5	0.3	1.8	0.000278	242.723	0.000344
5	081212_2to3	dend	39	0.9	dend	41	0.0555555555556	apic	10	0.0454545454545	dend	14	1.0	apic	16	0.0384615384615	0.3	1.8	0.000275	242.506	0.000324
5	081212_2to3	dend	14	1.0	apic	10	0.0454545454545	apic	4	0.0454545454545	apic	4	0.136363636364	apic	9	0.9	0.3	1.8	0.000280	242.510	0.000330
5	081212_2to3	apic	22	1.0	apic	22	0.5	apic	4	0.0454545454545	apic	10	0.0454545454545	apic	4	0.0454545454545	0.3	1.8	0.000286	242.687	0.000348
5	081212_2to3	apic	30	0.5	apic	4	0.136363636364	dend	14	1.0	apic	4	0.0454545454545	apic	22	1.0	0.3	1.8	0.000287	242.614	0.000342
5	081212_2to3	dend	39	1.0	apic	22	1.0	dend	41	0.0555555555556	apic	10	0.0454545454545	apic	22	1.0	0.3	1.8	0.000283	242.505	0.000335
5	081212_2to3	apic	30	0.5	dend	39	0.9	apic	3	1.0	apic	30	0.5	apic	9	0.9	0.3	1.8	0.000284	242.517	0.000347
5	081212_2to3	apic	22	1.0	apic	3	1.0	apic	4	0.136363636364	dend	40	0.0454545454545	dend	39	0.9	0.3	1.8	0.000278	242.528	0.000329
5	081212_2to3	dend	40	0.0454545454545	dend	58	0.5	dend	39	1.0	dend	41	0.0555555555556	apic	9	0.7	0.3	1.8	0.000274	242.528	0.000320
5	081212_2to3	apic	11	0.0454545454545	apic	17	0.0454545454545	dend	40	0.0454545454545	apic	4	0.136363636364	apic	3	0.833333333333	0.3	1.8	0.000278	242.526	0.000328
5	081212_2to3	dend	39	1.0	dend	39	1.0	apic	22	0.5	apic	3	0.833333333333	dend	40	0.0454545454545	0.3	1.8	0.000274	242.651	0.000327
5	081212_2to3	dend	14	1.0	apic	22	1.0	dend	40	0.0454545454545	apic	15	1.0	apic	10	0.0454545454545	0.3	1.8	0.000280	242.537	0.000331
5	081212_2to3	apic	3	1.0	apic	16	0.0384615384615	apic	5	0.5	dend	40	0.0454545454545	apic	30	0.5	0.3	1.8	0.000283	242.511	0.000337
5	081212_2to3	dend	15	0.166666666667	dend	14	1.0	apic	17	0.0454545454545	apic	3	1.0	apic	15	1.0	0.3	1.8	0.000280	242.540	0.000328
5	081212_2to3	apic	4	0.0454545454545	apic	9	0.9	apic	4	0.0454545454545	dend	40	0.0454545454545	apic	5	0.5	0.3	1.8	0.000278	242.585	0.000327
5	081212_2to3	apic	9	0.7	dend	39	1.0	apic	30	0.5	dend	41	0.0555555555556	apic	9	0.7	0.3	1.8	0.000278	242.660	0.000332
5	081212_2to3	dend	58	0.5	dend	14	1.0	dend	40	0.0454545454545	dend	39	0.9	dend	40	0.0454545454545	0.3	1.8	0.000273	242.497	0.000319
5	081212_2to3	dend	41	0.0555555555556	dend	41	0.0555555555556	apic	16	0.0384615384615	apic	4	0.0454545454545	dend	40	0.0454545454545	0.3	1.8	0.000278	242.675	0.000323
5	081212_2to3	apic	3	0.833333333333	apic	4	0.136363636364	apic	3	1.0	dend	41	0.0555555555556	apic	9	0.9	0.3	1.8	0.000275	242.526	0.000327
5	081212_2to3	apic	5	0.5	apic	15	1.0	apic	30	0.5	apic	16	0.0384615384615	apic	16	0.0384615384615	0.3	1.8	0.000294	242.530	0.000350
5	081212_2to3	apic	3	1.0	dend	39	1.0	apic	30	0.5	dend	41	0.0555555555556	apic	5	0.5	0.3	1.8	0.000279	242.553	0.000330
5	081212_2to3	apic	15	1.0	dend	14	1.0	apic	22	0.5	apic	30	0.5	apic	17	0.0454545454545	0.3	1.8	0.000290	242.503	0.000348
5	081212_2to3	dend	39	1.0	dend	39	1.0	apic	4	0.136363636364	apic	9	1.0	apic	10	0.0454545454545	0.3	1.8	0.000278	242.521	0.000326
5	081212_2to3	apic	9	0.7	apic	9	0.9	dend	15	0.166666666667	apic	9	1.0	dend	15	0.166666666667	0.3	1.8	0.000281	242.557	0.000325
