NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	110426_Sl4_Cl2_6to4	apic	3	0.5	apic	14	1.0	apic	14	0.5	dend	49	0.7	dend	18	1.0	0.3	1.8	0.000299	138.494	0.000240
5	110426_Sl4_Cl2_6to4	dend	44	1.0	apic	14	1.0	dend	18	1.0	apic	12	1.0	dend	44	1.0	0.3	1.8	0.000296	138.470	0.000242
5	110426_Sl4_Cl2_6to4	dend	18	0.5	apic	14	1.0	dend	55	0.166666666667	apic	8	1.0	dend	55	0.166666666667	0.3	1.8	0.000298	138.467	0.000239
5	110426_Sl4_Cl2_6to4	dend	55	0.833333333333	dend	32	0.0384615384615	dend	55	1.0	dend	35	0.0333333333333	dend	1	0.5	0.3	1.8	0.000294	138.453	0.000247
5	110426_Sl4_Cl2_6to4	dend	44	1.0	dend	62	0.5	dend	49	0.7	dend	42	1.0	dend	39	0.3	0.3	1.8	0.000286	138.459	0.000248
5	110426_Sl4_Cl2_6to4	dend	18	1.0	dend	39	0.3	apic	12	1.0	dend	55	0.833333333333	dend	19	0.0384615384615	0.3	1.8	0.000295	138.464	0.000243
5	110426_Sl4_Cl2_6to4	dend	39	0.3	apic	13	0.0555555555556	apic	12	1.0	dend	42	1.0	dend	55	0.166666666667	0.3	1.8	0.000298	138.546	0.000239
5	110426_Sl4_Cl2_6to4	dend	49	0.5	dend	55	0.166666666667	dend	42	1.0	dend	44	0.5	dend	44	0.5	0.3	1.8	0.000287	138.556	0.000248
5	110426_Sl4_Cl2_6to4	dend	54	0.5	dend	35	0.0333333333333	dend	55	0.5	dend	20	0.0454545454545	dend	39	0.3	0.3	1.8	0.000291	138.455	0.000246
5	110426_Sl4_Cl2_6to4	dend	31	0.0454545454545	apic	13	0.0555555555556	dend	18	1.0	dend	30	1.0	dend	5	0.166666666667	0.3	1.8	0.000290	138.493	0.000246
5	110426_Sl4_Cl2_6to4	dend	62	1.0	dend	49	0.7	dend	55	0.5	dend	42	1.0	dend	55	1.0	0.3	1.8	0.000295	138.450	0.000245
5	110426_Sl4_Cl2_6to4	dend	54	0.5	dend	55	1.0	apic	14	0.5	dend	42	1.0	dend	55	1.0	0.3	1.8	0.000302	138.464	0.000241
5	110426_Sl4_Cl2_6to4	dend	54	1.0	dend	39	0.3	dend	55	1.0	dend	1	0.5	apic	13	0.0555555555556	0.3	1.8	0.000297	138.521	0.000241
5	110426_Sl4_Cl2_6to4	apic	8	1.0	apic	12	0.5	dend	54	0.5	dend	35	0.0333333333333	dend	35	0.0333333333333	0.3	1.8	0.000292	138.564	0.000244
5	110426_Sl4_Cl2_6to4	dend	63	1.0	dend	5	0.1	dend	1	0.5	dend	44	0.5	dend	55	1.0	0.3	1.8	0.000288	138.495	0.000247
5	110426_Sl4_Cl2_6to4	dend	18	1.0	dend	49	0.5	dend	30	1.0	dend	35	0.0333333333333	apic	14	1.0	0.3	1.8	0.000288	138.580	0.000247
5	110426_Sl4_Cl2_6to4	apic	9	0.3	dend	18	0.5	apic	8	1.0	dend	39	0.3	dend	54	0.5	0.3	1.8	0.000292	138.550	0.000242
5	110426_Sl4_Cl2_6to4	dend	62	1.0	dend	18	0.5	dend	39	0.3	dend	62	0.5	dend	42	1.0	0.3	1.8	0.000287	138.480	0.000251
5	110426_Sl4_Cl2_6to4	dend	30	1.0	dend	33	0.5	dend	31	0.0454545454545	dend	1	0.5	dend	54	0.5	0.3	1.8	0.000284	138.553	0.000252
5	110426_Sl4_Cl2_6to4	dend	55	0.166666666667	apic	12	1.0	dend	19	0.0384615384615	dend	55	0.833333333333	apic	12	0.5	0.3	1.8	0.000302	138.460	0.000240
5	110426_Sl4_Cl2_6to4	dend	42	1.0	dend	5	0.166666666667	dend	13	0.5	dend	62	0.5	dend	1	0.5	0.3	1.8	0.000287	138.458	0.000248
5	110426_Sl4_Cl2_6to4	dend	31	0.136363636364	dend	55	0.5	dend	55	0.833333333333	apic	14	0.5	apic	13	0.0555555555556	0.3	1.8	0.000304	138.419	0.000243
5	110426_Sl4_Cl2_6to4	apic	12	1.0	dend	62	1.0	dend	20	0.0454545454545	apic	14	0.5	dend	62	1.0	0.3	1.8	0.000300	138.500	0.000241
5	110426_Sl4_Cl2_6to4	dend	43	0.0384615384615	dend	5	0.1	dend	5	0.166666666667	dend	5	0.166666666667	apic	14	0.5	0.3	1.8	0.000297	138.532	0.000244
5	110426_Sl4_Cl2_6to4	dend	44	1.0	dend	33	0.5	dend	49	0.7	dend	42	1.0	dend	54	1.0	0.3	1.8	0.000287	138.472	0.000247
5	110426_Sl4_Cl2_6to4	dend	32	0.0384615384615	dend	49	0.7	dend	62	0.5	dend	49	0.7	dend	62	0.5	0.3	1.8	0.000289	138.451	0.000250
5	110426_Sl4_Cl2_6to4	dend	43	0.0384615384615	dend	55	0.166666666667	dend	44	0.5	dend	30	1.0	dend	31	0.136363636364	0.3	1.8	0.000289	138.490	0.000248
5	110426_Sl4_Cl2_6to4	dend	33	0.5	apic	8	1.0	dend	32	0.0384615384615	dend	55	0.833333333333	dend	31	0.136363636364	0.3	1.8	0.000291	138.457	0.000246
5	110426_Sl4_Cl2_6to4	dend	44	1.0	dend	55	0.833333333333	dend	54	0.5	dend	1	0.5	dend	35	0.0333333333333	0.3	1.8	0.000290	138.524	0.000246
5	110426_Sl4_Cl2_6to4	dend	42	1.0	dend	33	0.5	dend	44	0.5	dend	5	0.1	dend	39	0.3	0.3	1.8	0.000285	138.554	0.000249
5	110426_Sl4_Cl2_6to4	dend	35	0.0333333333333	dend	55	1.0	dend	20	0.0454545454545	dend	49	0.7	apic	14	0.5	0.3	1.8	0.000294	138.461	0.000245
5	110426_Sl4_Cl2_6to4	apic	9	0.3	dend	62	1.0	dend	43	0.0384615384615	dend	5	0.1	dend	44	0.5	0.3	1.8	0.000291	138.526	0.000244
5	110426_Sl4_Cl2_6to4	dend	54	0.5	dend	62	1.0	dend	20	0.0454545454545	dend	31	0.136363636364	dend	20	0.0454545454545	0.3	1.8	0.000291	138.491	0.000251
5	110426_Sl4_Cl2_6to4	dend	49	0.7	dend	55	0.5	dend	19	0.0384615384615	apic	3	0.5	dend	32	0.0384615384615	0.3	1.8	0.000292	138.454	0.000245
5	110426_Sl4_Cl2_6to4	dend	34	0.0454545454545	apic	9	0.3	dend	55	0.5	apic	14	0.5	dend	55	1.0	0.3	1.8	0.000303	138.548	0.000243
5	110426_Sl4_Cl2_6to4	apic	9	0.1	dend	44	0.5	dend	35	0.0333333333333	dend	49	0.5	dend	35	0.0333333333333	0.3	1.8	0.000287	138.586	0.000247
5	110426_Sl4_Cl2_6to4	dend	39	0.3	dend	19	0.0384615384615	dend	13	0.5	apic	3	0.5	dend	31	0.0454545454545	0.3	1.8	0.000290	138.518	0.000245
5	110426_Sl4_Cl2_6to4	dend	5	0.1	dend	49	0.5	dend	49	0.5	dend	63	1.0	dend	19	0.0384615384615	0.3	1.8	0.000284	138.601	0.000252
5	110426_Sl4_Cl2_6to4	dend	39	0.3	apic	13	0.0555555555556	apic	13	0.0555555555556	dend	31	0.136363636364	dend	33	1.0	0.3	1.8	0.000296	138.469	0.000242
