NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	110322_Sl2_Cl2_6to4	apic	13	1.0	dend	50	0.681818181818	dend	14	0.5	dend	13	1.0	dend	32	0.576923076923	0.3	1.8	0.000513	338.085	0.004813
5	110322_Sl2_Cl2_6to4	dend	48	0.5	dend	45	0.269230769231	dend	39	0.9	dend	48	0.681818181818	dend	32	0.192307692308	0.3	1.8	0.000499	338.232	0.004735
5	110322_Sl2_Cl2_6to4	dend	5	0.3	dend	50	0.136363636364	dend	50	0.136363636364	dend	3	0.388888888889	dend	51	0.681818181818	0.3	1.8	0.000501	338.242	0.004695
5	110322_Sl2_Cl2_6to4	dend	3	0.388888888889	dend	50	0.681818181818	dend	51	0.5	dend	2	0.388888888889	dend	48	0.5	0.3	1.8	0.000510	337.937	0.004745
5	110322_Sl2_Cl2_6to4	dend	34	0.5	dend	20	0.227272727273	dend	34	0.772727272727	dend	47	0.0384615384615	dend	32	0.576923076923	0.3	1.8	0.000501	338.158	0.004697
5	110322_Sl2_Cl2_6to4	dend	20	0.772727272727	dend	51	0.681818181818	dend	45	0.115384615385	dend	3	1.0	dend	48	1.0	0.3	1.8	0.000511	337.968	0.004740
5	110322_Sl2_Cl2_6to4	dend	5	0.3	dend	43	0.576923076923	dend	20	0.227272727273	dend	19	0.269230769231	dend	19	0.269230769231	0.3	1.8	0.000503	338.307	0.004710
5	110322_Sl2_Cl2_6to4	dend	17	1.0	dend	32	0.576923076923	dend	34	0.590909090909	dend	48	0.954545454545	dend	48	0.227272727273	0.3	1.8	0.000516	337.858	0.004766
5	110322_Sl2_Cl2_6to4	dend	46	1.0	dend	35	0.366666666667	dend	45	0.5	dend	47	0.192307692308	dend	51	1.0	0.3	1.8	0.000499	338.153	0.004756
5	110322_Sl2_Cl2_6to4	dend	32	0.423076923077	dend	45	0.653846153846	dend	31	0.863636363636	dend	50	0.863636363636	dend	51	1.0	0.3	1.8	0.000519	337.804	0.004754
5	110322_Sl2_Cl2_6to4	dend	45	0.5	dend	50	0.5	apic	13	1.0	dend	43	0.269230769231	dend	2	0.0555555555556	0.3	1.8	0.000504	338.182	0.004747
