NUMBER_OF_SYNAPSES	fit_to_EPSP	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	SEC_List	Sec_Index	Sec_Seg	TAU_1	TAU_2	WEIGHT	Spike_time	RMSD
5	081212_1to5	apic	6	0.409090909091	dend	60	0.388888888889	apic	16	0.5	dend	59	0.269230769231	dend	60	0.388888888889	0.3	1.8	0.000703	234.216	0.000594
5	081212_1to5	apic	6	0.772727272727	dend	60	0.166666666667	apic	16	0.807692307692	dend	59	0.884615384615	apic	6	0.409090909091	0.3	1.8	0.000727	233.930	0.000583
5	081212_1to5	apic	16	0.884615384615	apic	16	0.807692307692	dend	59	0.115384615385	apic	6	0.590909090909	dend	59	0.807692307692	0.3	1.8	0.000760	233.908	0.000589
5	081212_1to5	dend	59	0.807692307692	apic	6	0.409090909091	apic	6	0.954545454545	dend	59	0.730769230769	apic	6	0.590909090909	0.3	1.8	0.000832	233.809	0.000578
5	081212_1to5	apic	6	1.0	apic	6	0.954545454545	dend	59	0.115384615385	dend	60	0.611111111111	apic	6	0.863636363636	0.3	1.8	0.000844	234.074	0.000573
5	081212_1to5	apic	16	0.961538461538	dend	59	0.653846153846	dend	59	0.730769230769	dend	59	0.423076923077	dend	60	0.277777777778	0.3	1.8	0.000806	233.703	0.000593
5	081212_1to5	dend	59	0.346153846154	apic	16	0.807692307692	apic	16	0.884615384615	dend	60	0.5	apic	6	0.954545454545	0.3	1.8	0.000764	233.972	0.000592
5	081212_1to5	dend	60	0.944444444444	dend	60	0.944444444444	dend	59	0.730769230769	dend	59	1.0	apic	6	0.863636363636	0.3	1.8	0.000838	233.573	0.000579
5	081212_1to5	dend	59	0.5	dend	59	1.0	dend	59	0.192307692308	dend	59	0.807692307692	apic	6	0.772727272727	0.3	1.8	0.000841	233.701	0.000585
5	081212_1to5	dend	60	0.722222222222	dend	59	0.730769230769	apic	6	0.681818181818	apic	6	0.409090909091	dend	60	0.944444444444	0.3	1.8	0.000767	233.717	0.000580
5	081212_1to5	apic	6	0.409090909091	dend	60	0.722222222222	dend	60	0.166666666667	dend	59	0.5	apic	16	0.961538461538	0.3	1.8	0.000716	233.927	0.000590
5	081212_1to5	apic	6	0.409090909091	apic	6	0.772727272727	dend	60	0.944444444444	apic	16	1.0	apic	16	0.884615384615	0.3	1.8	0.000799	233.984	0.000589
5	081212_1to5	apic	6	0.863636363636	apic	16	0.653846153846	dend	59	0.884615384615	dend	60	0.611111111111	apic	16	0.884615384615	0.3	1.8	0.000767	233.774	0.000589
5	081212_1to5	dend	59	0.346153846154	apic	6	0.954545454545	apic	16	0.730769230769	apic	16	0.576923076923	apic	16	0.653846153846	0.3	1.8	0.000810	233.907	0.000597
5	081212_1to5	dend	59	0.192307692308	dend	59	0.269230769231	apic	6	0.954545454545	apic	16	0.961538461538	apic	6	0.5	0.3	1.8	0.000740	233.989	0.000587
5	081212_1to5	apic	16	0.884615384615	dend	59	0.730769230769	dend	60	0.5	dend	59	0.730769230769	apic	16	0.884615384615	0.3	1.8	0.000829	233.705	0.000596
5	081212_1to5	dend	59	0.423076923077	dend	60	0.5	dend	59	1.0	apic	6	0.409090909091	dend	59	0.346153846154	0.3	1.8	0.000763	233.934	0.000579
5	081212_1to5	dend	60	0.166666666667	dend	59	1.0	apic	6	0.954545454545	apic	6	0.409090909091	apic	6	0.409090909091	0.3	1.8	0.000763	234.133	0.000578
5	081212_1to5	dend	60	0.166666666667	apic	16	0.576923076923	apic	16	0.576923076923	dend	60	0.722222222222	dend	59	0.961538461538	0.3	1.8	0.000756	234.049	0.000596
5	081212_1to5	apic	16	0.961538461538	apic	16	1.0	apic	16	0.961538461538	dend	60	0.722222222222	dend	60	0.944444444444	0.3	1.8	0.000989	233.711	0.000599
5	081212_1to5	dend	60	1.0	dend	60	0.5	dend	60	0.833333333333	dend	60	0.944444444444	dend	59	0.576923076923	0.3	1.8	0.000958	233.746	0.000583
5	081212_1to5	dend	60	0.944444444444	apic	6	1.0	dend	60	0.277777777778	apic	16	0.653846153846	dend	59	0.730769230769	0.3	1.8	0.000741	233.902	0.000588
5	081212_1to5	dend	60	0.5	dend	60	0.166666666667	apic	6	0.954545454545	apic	16	1.0	dend	60	0.277777777778	0.3	1.8	0.000744	234.171	0.000587
5	081212_1to5	dend	59	0.346153846154	dend	59	0.192307692308	dend	59	0.269230769231	apic	6	0.954545454545	apic	6	0.5	0.3	1.8	0.000757	234.231	0.000580
5	081212_1to5	dend	60	0.5	dend	60	0.166666666667	dend	59	0.884615384615	dend	59	0.346153846154	apic	6	0.5	0.3	1.8	0.000734	234.058	0.000585
5	081212_1to5	apic	6	0.5	dend	59	0.807692307692	dend	59	0.5	dend	59	0.807692307692	apic	16	1.0	0.3	1.8	0.000814	233.741	0.000591
5	081212_1to5	apic	16	0.961538461538	apic	6	0.409090909091	dend	60	0.277777777778	apic	16	0.961538461538	apic	16	1.0	0.3	1.8	0.000864	233.922	0.000599
