,model,number_of_synapses,NMDA_W,tau_1_NMDA,tau_2_NMDA,N_NMDA,GAMMA_NMDA,AMPA_W,DELAY,rmsd_epsp,AMPA_W_B,DELAY_B,rmsd_block,syns_secs,syns_segs
88,55197,22,0.00166823,7.8957,35.2911,0.280112,0.0800211,0.000660249,0.930179,0.00420789,0.000123356,2.1514,0.000221883,"[64, 68, 75, 67, 67, 75, 65, 69, 67, 65, 75, 62, 66, 66, 72, 74, 67, 67, 68, 68, 64, 65]","[0.504787, 0.906344, 0.00957391, 0.583471, 0.0824466, 0.698712, 0.0988195, 0.238658, 0.841568, 0.415894, 0.734665, 0.900244, 0.200247, 0.814643, 0.676968, 0.123505, 0.865995, 0.769669, 0.640846, 0.0924909, 0.0934737, 0.853595]"
89,28227,26,0.00111438,6.9297,35.7566,0.280112,0.0766631,0.000536826,0.855662,0.00422347,0.000101215,2.15562,0.000208775,"[68, 74, 64, 75, 65, 65, 67, 74, 74, 69, 69, 55, 75, 68, 67, 57, 68, 67, 69, 75, 75, 68, 64, 68, 72, 69]","[0.394866, 0.120652, 0.571358, 0.385066, 0.0232086, 0.582418, 0.422305, 0.705089, 0.831925, 0.113521, 0.899873, 0.706455, 0.627996, 0.165437, 0.603067, 0.968484, 0.694174, 0.508381, 0.901446, 0.00449066, 0.266458, 0.604922, 0.543719, 0.14653, 0.262676, 0.211436]"
90,2075,29,0.000644055,0.0624706,32.6732,0.280112,0.064483,0.000414752,1.03664,0.00390021,6.43929e-05,2.24975,0.000537958,"[74, 67, 55, 72, 63, 65, 69, 72, 64, 68, 72, 69, 56, 75, 74, 72, 75, 69, 74, 69, 75, 68, 65, 67, 67, 69, 68, 56, 67]","[0.814309, 0.19847, 0.685881, 0.563868, 0.308115, 0.496618, 0.243409, 0.388871, 0.805836, 0.902405, 0.275829, 0.483048, 0.669987, 0.230541, 0.8634, 0.371406, 0.443204, 0.40314, 0.733984, 0.0679925, 0.857946, 0.559129, 0.640807, 0.758922, 0.736656, 0.581101, 0.155454, 0.529455, 0.463628]"
91,33071,23,0.00196815,6.38661,36.2858,0.280112,0.0817758,0.0005921,1.06911,0.00423089,0.000111614,2.26031,0.000211079,"[74, 63, 69, 75, 69, 69, 64, 68, 57, 74, 69, 74, 68, 56, 67, 3, 75, 57, 69, 75, 64, 67, 74]","[0.524736, 0.627534, 0.259697, 0.923991, 0.377189, 0.308413, 0.82506, 0.707124, 0.427708, 0.0434199, 0.919207, 0.369927, 0.195395, 0.539706, 0.80335, 0.491455, 0.533324, 0.35578, 0.742893, 0.451743, 0.558005, 0.701768, 0.642015]"
92,16811,19,0.0016179,7.36528,35.75,0.280112,0.0778124,0.000752901,0.989195,0.00423532,0.000140145,2.2526,0.000206983,"[74, 56, 64, 75, 73, 74, 64, 72, 69, 64, 67, 67, 75, 70, 67, 69, 57, 75, 75]","[0.636195, 0.203257, 0.636024, 0.690488, 0.97989, 0.452169, 0.57303, 0.158182, 0.990876, 0.350009, 0.849165, 0.619494, 0.794723, 0.808506, 0.334465, 0.651619, 0.657325, 0.869854, 0.377668]"
93,57274,15,0.00178673,6.76845,35.9884,0.280112,0.0758759,0.00093582,1.05083,0.00423755,0.000172822,2.25044,0.000207792,"[75, 75, 65, 67, 56, 74, 64, 69, 68, 61, 65, 75, 72, 74, 73]","[0.0881688, 0.79764, 0.947264, 0.742482, 0.779194, 0.363937, 0.534234, 0.673734, 0.369081, 0.0978731, 0.434002, 0.421712, 0.370841, 0.507122, 0.467644]"
94,8298,20,0.00143733,7.346,35.3937,0.280112,0.0768656,0.000697271,1.11295,0.00423103,0.000132014,2.35463,0.000215964,"[69, 67, 67, 67, 70, 69, 64, 65, 75, 64, 55, 75, 65, 75, 68, 65, 72, 67, 66, 74]","[0.984801, 0.084603, 0.95302, 0.329701, 0.13907, 0.919375, 0.210817, 0.359664, 0.573137, 0.653531, 0.849967, 0.23287, 0.238853, 0.614877, 0.951633, 0.611263, 0.443486, 0.551521, 0.0546203, 0.100037]"
95,27628,28,0.00173305,8.57205,34.3526,0.280112,0.0835689,0.000491077,1.07846,0.00419331,9.60898e-05,2.64317,0.000253836,"[72, 75, 63, 74, 75, 67, 65, 64, 75, 68, 69, 75, 68, 69, 72, 67, 64, 75, 3, 65, 3, 63, 74, 63, 65, 64, 65, 69]","[0.0782689, 0.67706, 0.550081, 0.133434, 0.327405, 0.666131, 0.267717, 0.475714, 0.999879, 0.405789, 0.546733, 0.897201, 0.779438, 0.288459, 0.699969, 0.557942, 0.214496, 0.58598, 0.720925, 0.908003, 0.719485, 0.318685, 0.440277, 0.586838, 0.0434752, 0.234882, 0.0617924, 0.535918]"
96,25125,17,0.0015702,6.75989,36.305,0.280112,0.0758779,0.000868775,0.966253,0.00422534,0.000155734,2.15028,0.000222934,"[65, 75, 67, 64, 64, 64, 67, 74, 64, 2, 68, 75, 63, 74, 67, 64, 65]","[0.47691, 0.213712, 0.198516, 0.930663, 0.297155, 0.639761, 0.118204, 0.685885, 0.77777, 0.140404, 0.137924, 0.498621, 0.7206, 0.0814281, 0.616694, 0.0570142, 0.535306]"
97,13181,27,0.00100576,7.03278,35.6918,0.280112,0.0760737,0.000520334,1.13444,0.00424586,9.71086e-05,2.3509,0.000203338,"[64, 64, 74, 67, 67, 69, 56, 56, 74, 69, 1, 64, 65, 67, 64, 64, 68, 75, 65, 69, 66, 65, 64, 65, 66, 56, 68]","[0.528204, 0.210753, 0.209445, 0.763086, 0.0654021, 0.484425, 0.457938, 0.808704, 0.479816, 0.611449, 0.497405, 0.835388, 0.373186, 0.760675, 0.769399, 0.469932, 0.272375, 0.231041, 0.851696, 0.724319, 0.377524, 0.713861, 0.885099, 0.839996, 0.459911, 0.7639, 0.708359]"
98,7112,20,0.0013111,6.8755,35.8614,0.280112,0.0755609,0.0007052,1.06313,0.00423619,0.000130906,2.3431,0.000214247,"[72, 69, 75, 75, 75, 65, 65, 66, 56, 67, 68, 68, 74, 64, 61, 69, 65, 67, 72, 64]","[0.840213, 0.653369, 0.59053, 0.591347, 0.514165, 0.300158, 0.577075, 0.061358, 0.741232, 0.918396, 0.801533, 0.528884, 0.101968, 0.299203, 0.648612, 0.091488, 0.875134, 0.986273, 0.669506, 0.21751]"
99,3173,20,0.00153102,7.74966,35.5021,0.280112,0.077728,0.00076979,0.58755,0.00424937,0.000137759,1.85305,0.000202988,"[65, 68, 69, 74, 74, 75, 69, 67, 75, 65, 63, 67, 64, 75, 74, 63, 67, 74, 69, 65]","[0.633151, 0.367778, 0.53301, 0.487895, 0.235768, 0.844374, 0.848549, 0.300778, 0.6737, 0.528494, 0.128585, 0.542085, 0.993303, 0.867373, 0.303666, 0.136423, 0.765667, 0.410037, 0.513392, 0.629675]"
